Region,Year,Personal income (thousands of dollars),Population (persons),Per capita personal income (dollars),Construction,Manufacturing,Wholesale trade,Retail trade,Information,"Professional, scientific, and technical services",Administrative and support and waste management and remediation services,Other services (except government and government enterprises),Farm earnings Forestry Fishing Mining Quarrying Oil Gas extraction,Finance Insurance Real estate Rental Leasing,Arts Entertainment Recreation Accommodation Food services,State County Code
5.0,2016,747895.0,28465.0,26274.0,75439.0,18104.0,25663.0,89101.0,1956.0,,29863.0,23163.0,8557.0,7519.0,21507.0,45053
5.0,2016,2462416.0,64097.0,38417.0,76830.0,234807.0,10715.0,99840.0,8826.0,51497.0,112644.0,50855.0,63123.0,67465.0,39458.0,45055
5.0,2016,3668045.0,89594.0,40941.0,58505.0,226517.0,31342.0,107495.0,59815.0,612788.0,69343.0,69530.0,13623.02,123069.0,48056.0,45057
5.0,2016,2136841.0,66777.0,32000.0,50823.0,503785.0,,54355.0,9234.0,32192.0,31806.0,47163.0,-124.97999999999999,23846.0,31360.0,45059
5.0,2016,496808.0,17635.0,28172.0,6624.0,29719.0,2238.0,13989.0,,,6795.0,7637.0,14163.01,3239.01,,45061
5.0,2016,12261518.0,286196.0,42843.0,543286.0,943846.0,626644.0,610672.0,134307.0,341194.0,339693.0,347684.0,13997.0,378981.0,294716.0,45063
5.0,2016,337182.0,9643.0,34967.0,,12284.0,,3697.0,,,3032.0,12021.0,500.02,,,45065
5.0,2016,930159.0,31726.0,29319.0,11469.0,39807.0,,40300.0,,,6778.0,,-136.98000000000002,20442.0,10331.0,45067
5.0,2016,705288.0,26945.0,26175.0,4141.0,156301.0,7773.0,30295.0,,29795.0,1804.0,,-7830.98,10331.0,,45069
5.0,2016,1360088.0,38079.0,35718.0,48567.0,275266.0,21723.0,42457.0,1563.0,,17883.0,30027.0,-164.98000000000002,10984.0,20006.0,45071
5.0,2016,2967386.0,76355.0,38863.0,101792.0,447588.0,39243.0,112036.0,14370.0,,78783.0,71033.0,-532.98,52399.0,56025.0,45073
5.0,2016,2775554.0,87903.0,31575.0,62840.0,343375.0,,139484.0,8499.0,37672.0,28997.0,66375.0,7861.0,51665.0,77701.0,45075
5.0,2016,4279897.0,122863.0,34835.0,118276.0,371102.0,39000.0,177658.0,23325.0,62310.0,51476.0,92628.0,-1918.98,79511.0,128437.0,45077
5.0,2016,17301307.0,409549.0,42245.0,621385.0,801394.0,751770.0,818708.0,299839.0,1381815.0,717172.0,522793.0,2497.0200000000004,1807214.0,581152.0,45079
5.0,2016,662316.0,20197.0,32793.0,10354.0,81730.0,5789.0,9308.0,,2349.0,3279.0,,17343.019999999997,1744.0,5569.0,45081
5.0,2016,11873558.0,301463.0,39386.0,580009.0,2210350.0,594071.0,570816.0,71940.0,394943.0,390109.0,331735.0,17170.0,445623.0,359666.0,45083
5.0,2016,4031174.0,107396.0,37536.0,172231.0,400712.0,52536.0,160824.0,14091.0,74571.0,91066.0,118605.0,11201.0,73174.0,73840.0,45085
5.0,2016,852649.0,27673.0,30812.0,11202.0,101381.0,3891.0,27845.0,,,17361.0,,5374.02,11180.0,,45087
5.0,2016,917913.0,31955.0,28725.0,30177.0,160744.0,,24994.0,,,35038.0,23689.0,11062.0,8314.01,7198.0,45089
5.0,2016,10486063.0,258526.0,40561.0,334397.0,851168.0,415032.0,411700.0,182055.0,,317644.0,266529.0,26358.0,475088.0,249666.0,45091
4.0,2016,41398241.0,865454.0,47834.0,2030413.0,3163378.0,1757485.0,2216094.0,436286.0,1178058.0,550644.0,1094975.0,1391155.0,2847982.0,1138594.0,46000
4.0,2016,122013.0,2736.0,44595.0,3658.0,877.0,1728.0,2135.0,,,,,24910.019999999997,,,46003
4.0,2016,924611.0,18101.0,51081.0,37823.0,158479.0,55419.0,41808.0,5645.0,10352.0,6304.0,24195.0,27907.019999999997,41113.0,11814.0,46005
4.0,2016,94284.0,3460.0,27250.0,5561.0,,,4004.0,975.0,,,,320.01,,,46007
4.0,2016,253902.0,6984.0,36355.0,11230.0,7387.0,5970.0,6254.0,846.0,2694.0,875.0,8290.0,25191.019999999997,6803.0,1433.0,46009
4.0,2016,1471603.0,34135.0,43111.0,79340.0,325344.0,70090.0,64173.0,6243.0,38084.0,9940.0,36174.0,49802.020000000004,58441.0,39919.0,46011
4.0,2016,1916425.0,39128.0,48978.0,98789.0,216860.0,74642.0,113764.0,21472.0,41124.0,40638.0,49717.0,559.02,111940.0,85809.0,46013
4.0,2016,218392.0,5238.0,41694.0,6811.0,1391.0,9465.0,9410.0,2390.0,1884.0,1201.0,5370.0,39722.020000000004,6893.0,6196.0,46015
4.0,2016,46326.0,2043.0,22675.0,,,,,,,,817.0,386.01,,,46017
4.0,2016,337870.0,10205.0,33108.0,14249.0,9318.0,10538.0,22238.0,331.0,11361.0,,13204.0,6198.02,7866.0,6048.0,46019
4.0,2016,58719.0,1378.0,42612.0,,,4729.0,1463.0,,,,2248.0,6125.02,,202.01,46021
4.0,2016,372736.0,9396.0,39670.0,15200.0,8181.0,11277.0,16512.0,1142.0,4094.0,,7554.0,66426.01,10227.0,4015.0,46023
4.0,2016,158618.0,3656.0,43386.0,7886.0,5473.0,4451.0,3827.0,415.0,,,4215.0,20459.01,,1324.0,46025
4.0,2016,524912.0,14086.0,37265.0,11650.0,11261.0,4031.0,20516.0,1591.0,6233.0,5575.0,12609.0,39422.020000000004,13396.0,13601.01,46027
4.0,2016,1213291.0,28063.0,43235.0,64790.0,180811.0,44824.0,88054.0,9806.0,24402.0,10940.0,38457.0,25746.0,69919.0,32488.0,46029
4.0,2016,98661.0,4132.0,23877.0,636.0,510.0,5795.0,1172.0,676.0,61.0,,,7124.02,,,46031
4.0,2016,373242.0,8596.0,43420.0,12861.0,1981.0,,10589.0,1210.0,,3950.0,7929.0,6025.0,6008.0,22754.0,46033
4.0,2016,987460.0,19903.0,49614.0,63077.0,132683.0,84300.0,75211.0,17079.0,22610.0,12489.0,30520.0,13139.02,41865.0,30665.0,46035
4.0,2016,241201.0,5571.0,43296.0,6746.0,12113.0,9730.0,8111.0,,1652.0,,4914.0,24663.019999999997,8117.0,2726.0,46037
4.0,2016,214525.0,4231.0,50703.0,16836.0,16309.0,4353.0,5209.0,,2887.0,1067.0,,29901.019999999997,,1335.0,46039
4.0,2016,190923.0,5742.0,33250.0,3559.0,1113.0,3215.0,7556.0,,,2191.0,,3265.0200000000004,3317.0,1188.01,46041
4.0,2016,160305.0,2932.0,54674.0,8157.0,6444.0,12128.0,4240.0,,1253.0,,3467.0,34603.020000000004,2374.0,,46043
4.0,2016,170472.0,3952.0,43136.0,7269.0,5006.0,13011.0,8531.0,216.0,,,4192.0,6556.01,11245.0,,46045
4.0,2016,300367.0,6849.0,43856.0,8854.0,1433.0,2234.0,7325.0,,5419.0,1542.0,,18954.0,4453.0,7996.0,46047
4.0,2016,96534.0,2354.0,41008.0,2785.0,,4937.0,1235.0,267.0,331.0,107.0,2211.0,5335.02,4822.0,1125.0,46049
4.0,2016,454841.0,7148.0,63632.0,22427.0,112459.0,34642.0,91983.0,6889.0,2102.0,7730.0,8669.0,-674.98,14262.0,4710.0,46051
4.0,2016,171791.0,4171.0,41187.0,7500.0,1653.0,4086.0,8076.0,324.0,1470.0,585.0,6103.0,15874.02,7353.0,2990.0,46053
4.0,2016,84608.0,1892.0,44719.0,,,5029.0,3482.0,1466.0,2361.0,,3765.0,5549.02,4078.0,,46055
4.0,2016,233705.0,6028.0,38770.0,20932.0,,11735.0,7545.0,263.0,2504.0,457.0,4998.0,8422.02,,,46057
4.0,2016,155982.0,3319.0,46997.0,4905.0,2301.0,6493.0,4247.0,,3318.0,1060.0,,19694.01,,1662.0,46059
4.0,2016,204452.0,3374.0,60596.0,10993.0,8230.0,2232.0,1331.0,52.0,,,,26526.019999999997,,,46061
4.0,2016,59124.0,1278.0,46263.0,8793.0,629.0,,2594.0,,,,,9590.02,1542.01,,46063
4.0,2016,878104.0,17600.0,49892.0,34326.0,11017.0,30212.0,48379.0,6532.0,39204.0,,31335.0,9074.0,57622.0,23229.0,46065
4.0,2016,372100.0,7368.0,50502.0,8543.0,14342.0,21739.0,11129.0,,,,,65486.020000000004,8575.0,2010.0,46067
4.0,2016,61764.0,1352.0,45683.0,1553.0,538.0,4500.0,2019.0,,,,,8713.02,,,46069
4.0,2016,75559.0,3326.0,22718.0,1305.0,,952.0,2657.0,,,,2166.0,-1361.98,,,46071
4.0,2016,91301.0,2004.0,45559.0,,,8416.0,1923.0,395.0,,,1473.0,11888.01,,,46073
4.0,2016,44183.0,927.0,47662.0,,,,3176.0,,409.0,,2294.0,3069.0200000000004,890.0,,46075
4.0,2016,245851.0,5001.0,49160.0,11791.0,15376.0,11586.0,6416.0,391.0,,,5375.0,17946.019999999997,10582.0,2415.0,46077
4.0,2016,687764.0,12909.0,53278.0,26500.0,89554.0,24708.0,25867.0,3980.0,18938.0,,15344.0,19217.019999999997,16777.0,8505.0,46079
4.0,2016,1129311.0,25281.0,44670.0,59449.0,29609.0,13547.0,66774.0,8254.0,33210.0,17006.0,28692.0,-1442.98,36108.0,104182.0,46081
4.0,2016,3442604.0,54469.0,63203.0,193540.0,228383.0,78027.0,126156.0,17391.0,,,63957.0,4917.02,287559.0,35055.0,46083
4.0,2016,146326.0,3894.0,37577.0,3054.0,,2883.0,7832.0,,465.0,297.0,,17908.019999999997,,,46085
4.0,2016,259508.0,5625.0,46135.0,10298.0,,10378.0,6012.0,1742.0,3207.0,1541.0,6353.0,34465.020000000004,4629.0,,46087
4.0,2016,79966.0,2438.0,32800.0,2631.0,1898.0,3724.0,1589.0,,,71.0,2850.0,-640.98,5497.0,,46089
4.0,2016,207817.0,4801.0,43286.0,7833.0,19230.0,5608.0,4995.0,414.0,3722.0,,4608.0,39300.020000000004,,,46091
4.0,2016,1085293.0,27693.0,39190.0,69073.0,16817.0,12474.0,41773.0,2544.0,16402.0,9780.0,26003.0,8311.02,21962.0,26146.0,46093
4.0,2016,48568.0,2102.0,23106.0,,464.0,,,,,,2283.0,-4723.98,,,46095
4.0,2016,100651.0,2281.0,44126.0,,3187.0,3400.0,2408.0,,803.0,,,7661.02,1211.0,,46097
4.0,2016,9584437.0,187318.0,51167.0,519636.0,683457.0,567173.0,686345.0,220601.0,511269.0,187159.0,309166.0,20572.019999999997,1431458.0,344850.0,46099
4.0,2016,304030.0,6505.0,46738.0,21992.0,13458.0,8998.0,3095.0,654.0,1400.0,1260.0,5929.0,34950.0,,,46101
4.0,2016,334338.0,14415.0,23194.0,1775.0,,,,1006.0,3985.0,574.0,6018.0,4312.02,,,46102
4.0,2016,5113695.0,109372.0,46755.0,314611.0,141817.0,158944.0,292555.0,45838.0,168683.0,74566.0,164407.0,15423.0,281364.0,212744.0,46103
4.0,2016,114468.0,2983.0,38373.0,6149.0,,4482.0,4709.0,,,,,5279.02,,,46105
4.0,2016,175140.0,2299.0,76181.0,5591.0,2895.0,6481.0,60440.0,226.0,,,3326.0,7637.02,,1745.0,46107
4.0,2016,334365.0,10255.0,32605.0,8420.0,15264.0,11123.0,11474.0,2178.0,2372.0,1578.0,8922.0,-386.98,,,46109
4.0,2016,97563.0,2396.0,40719.0,,,,1511.0,,,,,10038.02,1107.0,330.01,46111
4.0,2016,310204.0,6420.0,48318.0,7710.0,14103.0,20206.0,11897.0,1145.0,3190.0,1441.0,6074.0,11693.01,16431.0,3868.0,46115
4.0,2016,187129.0,2993.0,62522.0,31511.0,236.0,3878.0,6648.0,,2892.0,,4893.0,22881.019999999997,1275.01,,46117
4.0,2016,80759.0,1421.0,56833.0,,,2054.0,3026.0,,,,,17969.01,7459.0,3510.01,46119
4.0,2016,239475.0,10155.0,23582.0,,,1333.0,6285.0,,2634.0,385.0,,4442.02,,249.01,46121
4.0,2016,226938.0,5492.0,41322.0,6763.0,3479.0,9262.0,12020.0,1862.0,4817.0,,6176.0,23424.019999999997,,4443.0,46123
4.0,2016,638798.0,8317.0,76806.0,14552.0,217115.0,48541.0,5651.0,6562.0,5091.0,,7505.0,56118.020000000004,,1839.0,46125
4.0,2016,1468441.0,14934.0,98329.0,31302.0,119076.0,139148.0,35333.0,5426.0,30168.0,36158.0,13279.0,42617.01,73875.0,19637.0,46127
4.0,2016,238546.0,5610.0,42522.0,9884.0,2123.0,8769.0,11214.0,,4982.0,3364.0,,2206.0200000000004,9328.0,,46129
4.0,2016,1034627.0,22616.0,45748.0,39371.0,214828.0,28456.0,52483.0,7410.0,,22098.0,22451.0,58758.020000000004,45637.0,22347.0,46135
4.0,2016,46723.0,2801.0,16681.0,,,551.0,,0.0,,,,2745.0200000000004,,,46137
5.0,2016,288169968.0,6651194.0,43326.0,13207396.0,26028315.0,10925124.0,15073014.0,3717421.0,14796049.0,10450672.0,8715516.0,366348.0,15928395.0,11765623.0,47000
5.0,2016,2978570.0,75936.0,39225.0,93131.0,964644.0,58279.0,122937.0,,521400.0,219163.0,,-4514.98,121488.0,70492.0,47001
5.0,2016,1617727.0,47484.0,34069.0,84529.0,417905.0,,71229.0,6202.0,,35029.0,45538.0,-2393.9799999999996,38869.0,22030.0,47003
5.0,2016,544691.0,16014.0,34013.0,14013.0,34383.0,5211.0,21797.0,1502.0,,8136.0,12644.0,-5439.98,15826.0,,47005
5.0,2016,298687.0,14675.0,20353.0,11756.0,2330.0,,5311.0,,1966.0,,7870.0,2299.0,3272.0,,47007
5.0,2016,5047187.0,128670.0,39226.0,296237.0,619790.0,144971.0,275066.0,32862.0,142857.0,111283.0,172116.0,-8591.98,185832.0,161348.0,47009
5.0,2016,3964485.0,104490.0,37941.0,170386.0,671291.0,,198260.0,18841.0,,133151.0,123276.0,14618.02,107529.0,95403.0,47011
5.0,2016,1273913.0,39714.0,32077.0,56489.0,73252.0,15904.0,46394.0,3935.0,,28255.0,31168.0,-242.0,27817.0,21572.0,47013
5.0,2016,471270.0,14027.0,33597.0,20192.0,14930.0,,6583.0,472.0,2729.0,,13252.0,-6982.98,,,47015
5.0,2016,990936.0,28092.0,35275.0,24115.0,47690.0,11923.0,28398.0,7015.0,9722.0,16205.0,26396.0,-2031.98,29168.0,,47017
5.0,2016,1806556.0,56502.0,31973.0,62023.0,71153.0,13610.0,65025.0,3654.0,22823.0,10009.0,59497.0,-3831.9799999999996,34683.0,37426.0,47019
5.0,2016,1574037.0,39880.0,39469.0,94409.0,134723.0,,42830.0,3701.0,,28582.0,39535.0,-4961.98,16307.0,26960.0,47021
5.0,2016,532414.0,17453.0,30506.0,,32206.0,,21129.0,,,3117.0,,-1877.99,6955.0,,47023
5.0,2016,1017761.0,31757.0,32048.0,28535.0,103123.0,,34656.0,1813.0,9811.0,9098.0,27479.0,8495.0,22577.0,13062.0,47025
5.0,2016,243678.0,7752.0,31434.0,5343.0,10542.0,7344.0,5196.0,,980.0,1576.0,7845.0,161.01999999999998,1734.0,,47027
5.0,2016,1055734.0,35219.0,29976.0,26193.0,93659.0,7047.0,47039.0,2178.0,7568.0,,27543.0,-1740.98,10800.0,22354.0,47029
5.0,2016,2040019.0,54682.0,37307.0,71779.0,301133.0,60291.0,110322.0,11682.0,287182.0,,57474.0,1198.0,55874.0,59155.0,47031
5.0,2016,512207.0,14411.0,35543.0,17026.0,79363.0,20140.0,45624.0,2151.0,6519.0,7248.0,11525.0,-8926.0,6649.0,,47033
5.0,2016,2042837.0,58655.0,34828.0,81032.0,138200.0,,112886.0,21253.0,33691.0,67964.0,68694.0,16377.0,43010.0,39210.0,47035
5.0,2016,39889221.0,684410.0,58283.0,2455376.0,1519660.0,2343841.0,2559329.0,1231568.0,4797580.0,2343413.0,1470603.0,77862.0,3804786.0,4121486.0,47037
5.0,2016,404982.0,11769.0,34411.0,12631.0,29798.0,7810.0,11976.0,1378.0,2571.0,7431.0,9431.0,-4642.98,,4970.0,47039
5.0,2016,664964.0,19361.0,34346.0,17423.0,127145.0,5100.0,18973.0,6924.0,43229.0,,14830.0,23889.01,7713.0,14028.0,47041
5.0,2016,1903705.0,52170.0,36490.0,139161.0,218067.0,53289.0,92210.0,9366.0,23872.0,41686.0,52697.0,-11589.98,43452.0,41246.0,47043
5.0,2016,1440262.0,37708.0,38195.0,74292.0,252799.0,,79337.0,5764.0,,42719.0,36139.0,-8275.99,45512.0,44911.0,47045
5.0,2016,1987755.0,39590.0,50209.0,76869.0,212616.0,26836.0,39022.0,2448.0,,24693.0,43491.0,-7657.98,27270.0,10272.0,47047
5.0,2016,535155.0,18033.0,29676.0,18931.0,14521.0,,26577.0,1083.0,6989.0,,14427.0,-2501.9799999999996,,,47049
5.0,2016,1516474.0,41700.0,36366.0,39450.0,136055.0,18298.0,60234.0,5172.0,,18655.0,49252.0,6627.0,24627.0,23999.0,47051
5.0,2016,1822797.0,49401.0,36898.0,103789.0,156946.0,,88838.0,11757.0,13253.0,13933.0,46502.0,17381.0,41161.0,23159.0,47053
5.0,2016,1093233.0,29307.0,37303.0,34784.0,239565.0,29927.0,44164.0,10922.0,,24256.0,29427.0,-16336.98,19955.0,14420.0,47055
5.0,2016,704564.0,23072.0,30538.0,29743.0,58958.0,4344.0,14255.0,,,9703.0,19892.0,-7551.98,3624.01,,47057
5.0,2016,2611957.0,68615.0,38067.0,62568.0,381636.0,34084.0,96727.0,8958.0,27623.0,53986.0,58501.0,-9219.98,50452.0,43680.0,47059
5.0,2016,391957.0,13389.0,29275.0,11904.0,11774.0,1889.0,13254.0,1184.0,,5828.0,9199.0,-1866.98,3311.0,,47061
5.0,2016,2282242.0,63785.0,35780.0,82878.0,611693.0,104165.0,157347.0,19266.0,33620.0,81096.0,61915.0,-745.98,52030.0,70814.0,47063
5.0,2016,17190553.0,357738.0,48053.0,904175.0,1856990.0,656021.0,855899.0,185561.0,851777.0,626999.0,595337.0,5314.0,1821409.0,641344.0,47065
5.0,2016,159534.0,6577.0,24256.0,1655.0,,,3744.0,,,,3502.0,-3463.9799999999996,941.0,,47067
5.0,2016,719716.0,25435.0,28296.0,18763.0,117547.0,9164.0,18111.0,,3812.0,,17562.0,8408.0,,6151.0,47069
5.0,2016,928284.0,25679.0,36150.0,18946.0,186357.0,,49528.0,4594.0,9667.0,,24072.0,-7934.98,17320.0,15448.0,47071
5.0,2016,1811741.0,56563.0,32030.0,62579.0,266538.0,24329.0,41857.0,2054.0,,38769.0,42565.0,-7535.98,18277.0,,47073
5.0,2016,540489.0,17853.0,30274.0,12234.0,92827.0,13719.0,17991.0,3577.0,,4816.0,19100.0,-1288.0,12618.0,8381.0,47075
5.0,2016,931367.0,27822.0,33476.0,35335.0,76097.0,38468.0,38621.0,1809.0,7217.0,9662.0,22956.0,-3528.99,54061.0,16749.0,47077
5.0,2016,1246954.0,32310.0,38593.0,66367.0,154877.0,29310.0,69747.0,5293.0,16724.0,18471.0,38454.0,25305.019999999997,38833.0,32628.0,47079
5.0,2016,730531.0,24295.0,30069.0,,27323.0,10028.0,20282.0,734.0,,4921.0,23624.0,-7576.98,4637.0,,47081
5.0,2016,258706.0,8134.0,31806.0,,10496.0,,4565.0,,,,,-2734.9799999999996,2823.0,2222.0,47083
5.0,2016,663774.0,18347.0,36179.0,35071.0,142278.0,,26452.0,1096.0,24133.0,9364.0,18008.0,-6511.98,9834.0,11398.0,47085
5.0,2016,327001.0,11566.0,28273.0,11914.0,8035.0,3566.0,3467.0,,3402.0,,,-3140.9799999999996,,,47087
5.0,2016,1763208.0,53535.0,32936.0,,138730.0,,63544.0,3725.0,22537.0,20580.0,42089.0,442.01,22977.0,39619.0,47089
5.0,2016,568560.0,17754.0,32024.0,,61205.0,3938.0,12042.0,694.0,9043.0,,15085.0,-1501.98,8452.0,5678.0,47091
5.0,2016,21121133.0,456132.0,46305.0,938512.0,960222.0,1143104.0,1475456.0,505557.0,1270063.0,985388.0,660508.0,9949.0,1207485.0,761115.0,47093
5.0,2016,180639.0,7560.0,23894.0,,,,5278.0,163.0,1363.0,2031.0,3669.0,-2257.99,1483.0,,47095
5.0,2016,722703.0,26773.0,26994.0,10838.0,71851.0,,22932.0,1402.0,,3984.0,16048.0,1097.0,23109.0,6947.0,47097
5.0,2016,1372894.0,43081.0,31868.0,53781.0,120830.0,20331.0,71771.0,4712.0,19533.0,6528.0,46406.0,-3928.9799999999996,23124.0,22089.0,47099
5.0,2016,363866.0,11904.0,30567.0,12489.0,16525.0,,20029.0,997.0,3368.0,,9909.0,4742.0,3567.0,,47101
5.0,2016,1267069.0,33645.0,37660.0,40318.0,193619.0,17961.0,49948.0,5007.0,20107.0,20158.0,35882.0,-7465.98,19771.0,16119.0,47103
5.0,2016,2257200.0,51454.0,43868.0,101708.0,184771.0,33664.0,80255.0,4036.0,42218.0,56427.0,56709.0,26821.019999999997,41566.0,43570.0,47105
5.0,2016,1793856.0,52850.0,33942.0,60146.0,444366.0,30891.0,76814.0,6130.0,,49340.0,46449.0,-4314.98,49851.0,32501.0,47107
5.0,2016,778138.0,25935.0,30003.0,22874.0,70258.0,,20833.0,,,9262.0,,-105.99,9212.0,,47109
5.0,2016,712901.0,23450.0,30401.0,18122.0,39712.0,5157.0,35929.0,9451.0,,6375.0,19447.0,25575.0,18101.0,,47111
5.0,2016,3916389.0,97663.0,40101.0,240601.0,619039.0,174058.0,263497.0,31246.0,116453.0,188957.0,119673.0,-11833.98,142629.0,122939.0,47113
5.0,2016,1004334.0,28446.0,35307.0,26691.0,119568.0,,36958.0,1834.0,,6822.0,27068.0,-1969.98,11501.0,26023.0,47115
5.0,2016,1087493.0,31915.0,34075.0,37969.0,189146.0,13345.0,47671.0,5362.0,12218.0,16338.0,37984.0,-9027.98,16884.0,11836.0,47117
5.0,2016,3437891.0,89981.0,38207.0,186954.0,507345.0,103271.0,147244.0,33591.0,75836.0,83791.0,115084.0,-9966.98,233822.0,93798.0,47119
5.0,2016,368698.0,12005.0,30712.0,8949.0,44988.0,,4274.0,,,1057.0,,-2916.99,,,47121
5.0,2016,1448629.0,45970.0,31512.0,38325.0,320782.0,,69565.0,1963.0,19192.0,26820.0,39692.0,-8512.98,29188.0,23386.0,47123
5.0,2016,7668032.0,195734.0,39176.0,248500.0,287387.0,108752.0,343371.0,60766.0,116339.0,116793.0,185221.0,25981.0,168470.0,183082.0,47125
5.0,2016,236576.0,6323.0,37415.0,7641.0,,,2303.0,,,,,-1763.98,931.0,1205.0,47127
5.0,2016,603029.0,21554.0,27978.0,17579.0,14496.0,,8478.0,1760.0,,5846.0,14965.0,-754.98,,,47129
5.0,2016,1123106.0,30578.0,36729.0,42274.0,87515.0,31361.0,74158.0,4801.0,,19513.0,36701.0,12576.02,31402.0,24439.0,47131
5.0,2016,665882.0,22051.0,30197.0,29353.0,52369.0,10289.0,31104.0,3049.0,7607.0,,24821.0,-2145.0,16150.0,8208.0,47133
5.0,2016,234062.0,7964.0,29390.0,6489.0,25884.0,,7674.0,381.0,,,7175.0,-2632.9799999999996,,1636.01,47135
5.0,2016,193169.0,5142.0,37567.0,10879.0,,,11935.0,1402.0,809.0,823.0,5260.0,-689.99,3182.0,4200.0,47137
5.0,2016,538404.0,16772.0,32101.0,8489.0,11414.0,3713.0,11597.0,1133.0,,2965.0,10746.0,4462.02,,10750.0,47139
5.0,2016,2826005.0,75931.0,37218.0,147590.0,288732.0,112175.0,204434.0,22389.0,93329.0,85023.0,91255.0,-4736.0,110471.0,113228.0,47141
5.0,2016,1088461.0,32442.0,33551.0,27543.0,210249.0,,32437.0,3868.0,,12421.0,26123.0,-4116.98,13607.0,16091.0,47143
5.0,2016,2021597.0,52874.0,38234.0,,60698.0,23752.0,62656.0,,741484.0,99928.0,,-5583.98,24024.0,30287.0,47145
5.0,2016,2630580.0,69165.0,38033.0,161367.0,439221.0,,99700.0,6382.0,33077.0,51931.0,77460.0,1014.02,51833.0,42081.0,47147
5.0,2016,11743613.0,308251.0,38098.0,567101.0,2188926.0,475018.0,633629.0,214876.0,303347.0,351815.0,345753.0,-8478.98,564472.0,335641.0,47149
5.0,2016,602123.0,21947.0,27435.0,23894.0,61492.0,3899.0,23845.0,585.0,4603.0,,17603.0,-489.0,7370.0,,47151
5.0,2016,516493.0,14897.0,34671.0,8553.0,20497.0,,15260.0,,7274.0,5910.0,,6757.0,12243.0,,47153
5.0,2016,3507799.0,96673.0,36285.0,137417.0,92164.0,50266.0,306808.0,14457.0,67588.0,92401.0,107807.0,-3760.9799999999996,156347.0,804961.0,47155
5.0,2016,43210184.0,934603.0,46234.0,1812787.0,3832621.0,2895640.0,2473391.0,404964.0,1759450.0,2427162.0,1431219.0,-4101.98,3193781.0,1628946.0,47157
5.0,2016,673901.0,19447.0,34653.0,35868.0,85878.0,4793.0,22578.0,858.0,5807.0,5333.0,19511.0,-7219.98,13315.0,,47159
5.0,2016,507093.0,13182.0,38469.0,26013.0,30396.0,2537.0,9636.0,,2473.0,2540.0,,1081.0,2821.01,,47161
5.0,2016,6164041.0,156667.0,39345.0,373176.0,1180580.0,164084.0,334440.0,76441.0,162169.0,190208.0,187535.0,-7647.0,175590.0,189120.0,47163
5.0,2016,7913995.0,180063.0,43951.0,461904.0,505407.0,224917.0,333283.0,49918.0,283658.0,138324.0,241171.0,-4783.98,230292.0,185074.0,47165
5.0,2016,2218655.0,61303.0,36192.0,91757.0,109464.0,,51844.0,2660.0,,20754.0,51956.0,-8984.98,23613.0,19754.0,47167
5.0,2016,290953.0,8271.0,35177.0,,12804.0,,11152.0,591.0,3727.0,,8570.0,-1005.98,,,47169
5.0,2016,629014.0,17719.0,35499.0,17764.0,129890.0,2774.0,15069.0,998.0,,21959.0,13212.0,894.02,5714.0,,47171
5.0,2016,560470.0,19140.0,29283.0,,27381.0,7178.0,12406.0,,,4955.0,15970.0,-4351.98,900.01,4543.0,47173
5.0,2016,155129.0,5689.0,27268.0,3186.0,12077.0,,2223.0,,,,2989.0,-1360.98,119.01,712.01,47175
5.0,2016,1334176.0,40516.0,32930.0,45580.0,262168.0,38570.0,55760.0,10988.0,,19966.0,34745.0,2429.01,27863.0,18847.0,47177
5.0,2016,5086020.0,127440.0,39909.0,127447.0,311823.0,163627.0,310566.0,75278.0,164599.0,143035.0,180297.0,-6425.98,254112.0,182530.0,47179
5.0,2016,459939.0,16713.0,27520.0,8006.0,19408.0,2429.0,10361.0,,,,,-3114.9799999999996,10137.0,5867.0,47181
5.0,2016,1122186.0,33507.0,33491.0,20942.0,81296.0,24910.0,41536.0,4661.0,,17885.0,35135.0,42073.0,95560.0,17119.0,47183
5.0,2016,846283.0,26653.0,31752.0,25612.0,98921.0,41629.0,29546.0,2283.0,9133.0,9133.0,25392.0,-10935.98,13111.0,25980.0,47185
5.0,2016,19934040.0,219107.0,90979.0,880683.0,280100.0,590688.0,909608.0,431646.0,1925335.0,798850.0,379998.0,-5707.98,1790053.0,684414.0,47187
5.0,2016,5928730.0,132781.0,44650.0,303429.0,312079.0,,362997.0,30663.0,154260.0,94410.0,169913.0,-12545.98,173146.0,149654.0,47189
6.0,2016,1289310024.0,27862596.0,46274.0,77561190.0,82558400.0,57201986.0,59009367.0,20038748.0,93550042.0,41975524.0,34396404.0,67868447.0,81140937.0,40377840.0,48000
6.0,2016,1903955.0,57734.0,32978.0,54428.0,66070.0,52793.0,75367.0,15722.0,79817.0,45413.0,52436.0,68203.0,58182.0,30776.0,48001
6.0,2016,818354.0,17760.0,46078.0,76512.0,15533.0,30408.0,24422.0,5179.0,21956.0,18370.0,21569.0,232853.01,30987.0,14653.0,48003
6.0,2016,3423984.0,87791.0,39002.0,113022.0,201825.0,92131.0,159088.0,21193.0,74790.0,59517.0,83099.0,142496.0,93861.0,95670.0,48005
6.0,2016,1159087.0,25721.0,45064.0,45470.0,5043.0,9146.0,50766.0,2967.0,29400.0,25718.0,32670.0,29103.0,26579.0,35749.0,48007
