State County Code,Workers 16 years and over,Car truck or van,Car truck or van-Drove alone,Car truck or van-Carpooled,Public transportation (excluding taxicab),Walked,Bicycle,Taxicab motorcycle or other means,Worked at home,No vehicle available,1 vehicle available,2 vehicles available,3 or more vehicles available
39023,60804,92.5,82.2,10.3,0.7,2.2,0.9,0.8,2.9,4.0,21.5,39.4,35.1
39025,101541,93.4,84.6,8.8,0.5,0.7,0.1,0.5,4.8,1.5,12.6,46.1,39.8
39029,45150,93.3,85.9,7.4,0.2,2.2,0.0,1.1,3.2,1.1,16.7,35.9,46.2
39035,579624,86.6,78.6,7.9,4.8,2.9,0.5,0.7,4.6,4.5,26.6,43.8,25.1
39041,99311,89.8,85.8,4.0,0.2,1.3,0.1,0.7,7.8,0.2,12.9,46.0,40.8
39043,N,N,N,N,N,N,N,N,N,2.9,18.3,42.2,36.5
39045,71759,93.4,84.5,8.9,0.3,1.4,0.3,0.7,3.9,1.4,15.6,36.6,46.5
39049,646789,88.7,81.2,7.5,2.2,2.7,0.5,1.3,4.7,2.7,25.7,45.7,26.0
39055,46418,85.1,77.7,7.4,0.6,1.8,0.0,2.9,9.6,12.2,7.5,33.1,47.2
39057,74676,91.6,85.3,6.3,0.3,3.4,0.2,0.6,3.9,1.3,19.1,40.1,39.5
39061,394862,87.1,80.1,7.0,3.7,2.7,0.3,0.6,5.6,4.5,23.9,42.9,28.7
39063,N,N,N,N,N,N,N,N,N,3.3,20.1,42.7,33.9
39081,26494,89.0,82.0,7.0,1.6,4.5,0.0,0.8,4.1,4.1,18.5,41.0,36.5
39085,116152,94.5,88.1,6.4,0.9,0.8,0.1,0.5,3.2,1.9,19.0,45.2,33.9
39089,82399,91.0,82.2,8.8,0.2,2.1,0.0,1.8,4.9,1.7,14.0,42.1,42.2
39093,138371,91.4,83.1,8.3,0.7,2.2,0.1,1.9,3.7,1.9,18.4,46.3,33.5
39095,197702,92.1,85.3,6.8,1.7,2.1,0.3,1.1,2.8,3.0,26.9,41.8,28.2
39099,98572,92.2,85.3,6.9,0.9,0.9,0.0,1.9,4.0,2.4,20.2,45.0,32.4
39101,N,N,N,N,N,N,N,N,N,3.9,17.9,42.5,35.8
39103,92702,93.7,88.1,5.6,0.4,0.8,0.0,0.7,4.4,1.2,13.0,47.9,37.9
39109,50312,93.0,86.0,7.0,0.2,2.6,0.2,1.3,2.8,2.1,13.6,41.9,42.4
39113,241723,89.6,81.4,8.1,2.7,3.0,0.2,0.6,3.8,4.0,23.2,41.9,30.9
39119,37612,94.6,87.7,7.0,0.2,1.5,0.1,1.0,2.5,1.1,17.1,35.1,46.7
39133,78267,91.2,84.9,6.4,0.4,2.5,0.1,0.3,5.4,1.4,17.2,42.5,38.9
39139,49930,94.5,84.7,9.8,1.0,1.1,0.2,0.8,2.4,2.9,20.4,39.6,37.1
39141,N,N,N,N,N,N,N,N,N,2.8,17.6,37.6,41.9
39145,N,N,N,N,N,N,N,N,N,2.1,16.2,34.6,47.1
39151,174563,92.7,85.5,7.2,1.1,1.4,0.3,0.4,4.0,2.8,18.2,43.2,35.8
39153,257035,92.5,86.2,6.3,1.4,1.8,0.1,0.5,3.8,2.6,22.3,42.7,32.4
39155,87063,94.0,87.8,6.2,0.9,1.0,0.1,1.0,3.1,3.6,17.3,46.0,33.1
39157,43164,90.2,81.8,8.5,0.2,1.9,0.9,1.9,4.9,1.7,19.1,40.8,38.4
39165,N,N,N,N,N,N,N,N,N,1.1,12.8,44.4,41.6
39169,55358,88.3,78.3,10.0,0.6,4.4,0.8,2.4,3.5,6.0,12.8,39.3,41.8
39173,68339,90.5,83.4,7.1,0.0,5.1,0.5,0.6,3.2,1.9,19.5,39.8,38.8
40017,67198,93.2,86.1,7.1,0.7,0.9,0.2,1.3,3.6,1.9,14.4,40.5,43.2
40027,138996,92.8,84.2,8.6,0.2,1.7,1.1,1.2,3.0,0.8,17.9,44.3,37.0
40031,55642,80.9,71.4,9.6,2.5,1.5,0.1,1.4,13.6,3.8,23.7,43.6,28.9
40037,28319,91.1,84.2,7.0,0.5,1.0,0.4,0.5,6.5,0.6,15.0,46.9,37.5
40101,25931,92.6,82.6,10.0,0.2,2.6,0.3,2.4,2.0,2.2,21.2,43.2,33.4
40109,365385,92.6,82.5,10.2,0.5,1.5,0.3,0.9,4.2,1.8,24.6,43.7,30.0
40119,36057,88.1,82.4,5.7,1.5,5.5,1.1,0.4,3.4,0.9,22.9,46.5,29.8
40125,27964,90.6,82.7,7.8,0.0,3.9,0.0,3.7,1.9,1.8,18.5,39.2,40.5
40131,42982,94.4,86.4,8.0,0.1,0.6,0.2,1.0,3.7,0.7,13.0,37.7,48.6
40143,304874,92.5,82.6,9.9,0.6,1.1,0.1,1.5,4.2,2.7,23.3,44.5,29.4
40145,36188,92.9,83.9,9.1,0.0,0.3,0.1,1.9,4.7,1.3,13.8,40.9,44.0
41003,40720,73.6,66.4,7.2,1.5,9.6,9.1,1.4,4.9,1.5,23.7,36.2,38.6
41005,199405,83.8,74.0,9.8,3.4,2.2,0.7,1.1,8.8,1.6,14.8,40.1,43.4
41017,87159,84.8,75.0,9.8,0.2,3.3,1.6,1.1,9.1,1.6,12.3,46.5,39.6
41019,40356,91.2,82.0,9.3,0.3,1.6,0.3,0.9,5.6,1.4,19.7,33.1,45.8
41029,94455,86.4,76.9,9.6,0.2,1.7,2.0,1.3,8.4,1.5,16.1,44.8,37.6
41033,30794,86.9,76.0,11.0,0.9,5.5,0.3,1.9,4.6,1.9,17.8,34.5,45.8
41035,25161,89.6,81.3,8.3,0.8,3.1,0.2,1.1,5.2,2.8,16.3,38.6,42.3
41039,166336,82.6,73.7,8.9,2.4,4.6,3.5,1.2,5.6,4.2,19.7,40.0,36.2
41043,51311,90.8,81.4,9.4,0.0,1.3,1.3,1.9,4.7,1.4,17.8,36.8,44.0
41047,147825,89.3,76.8,12.4,2.0,2.8,0.8,1.0,4.1,1.8,19.2,45.7,33.3
41051,425842,69.8,61.2,8.7,11.6,5.1,5.2,0.9,7.4,5.1,29.5,39.5,25.9
41053,35121,88.6,78.0,10.5,0.2,4.9,0.4,0.6,5.3,1.3,12.6,46.8,39.2
41059,N,N,N,N,N,N,N,N,N,2.8,18.0,42.1,37.1
41067,297282,84.1,73.9,10.2,5.9,2.2,0.9,1.0,6.0,2.1,19.9,45.7,32.3
41071,48041,87.5,77.2,10.2,0.5,3.6,0.3,1.2,6.9,1.8,16.1,40.5,41.5
42001,48988,91.2,82.7,8.5,0.4,3.0,0.2,0.5,4.7,2.4,14.1,37.5,45.9
42003,617077,79.5,71.1,8.5,9.9,3.9,0.7,1.0,5.0,6.1,27.2,42.8,23.9
42005,28408,94.1,86.3,7.7,0.1,2.8,0.0,0.5,2.6,1.7,19.2,42.3,36.8
42007,81359,91.1,81.8,9.2,1.9,2.4,0.0,0.9,3.8,1.9,21.3,42.6,34.1
42011,199503,89.7,81.0,8.7,1.4,2.9,0.2,1.6,4.0,3.9,18.2,38.4,39.4
42013,54250,92.2,82.6,9.6,0.8,2.9,0.2,1.1,2.7,2.4,19.3,45.6,32.7
42017,318854,88.5,82.1,6.5,3.6,1.7,0.3,0.6,5.3,1.8,15.6,42.7,39.9
42019,90715,89.6,82.9,6.7,0.4,2.9,0.1,0.6,6.4,2.1,16.4,45.1,36.4
42021,55033,93.4,83.7,9.7,0.8,2.2,0.1,1.0,2.6,2.9,21.4,43.6,32.1
42025,28887,93.7,81.5,12.2,0.5,2.3,0.2,0.1,3.2,1.1,15.1,43.7,40.1
42027,74918,75.8,67.1,8.7,4.2,10.0,2.3,1.8,6.0,4.9,19.9,46.1,29.1
42029,263186,84.7,78.0,6.7,3.0,3.0,0.1,0.9,8.4,1.8,15.4,45.0,37.8
42033,33191,94.1,82.7,11.4,0.4,3.0,0.0,0.7,1.9,3.3,18.4,42.1,36.2
42037,30853,92.0,86.3,5.8,0.0,3.3,0.0,0.8,3.8,1.6,15.9,47.4,35.1
42039,37132,87.9,77.9,10.0,0.2,5.6,0.3,1.7,4.4,5.0,18.9,44.5,31.6
42041,122139,89.0,80.9,8.1,0.5,3.4,0.7,0.8,5.6,2.7,19.1,43.0,35.2
42043,134399,88.0,79.4,8.6,3.0,2.1,0.5,2.3,4.1,3.3,25.5,43.7,27.5
42045,268153,79.9,72.7,7.2,10.6,3.9,0.1,0.6,4.9,4.4,22.8,43.2,29.6
42049,126310,91.0,80.0,11.1,1.7,3.1,0.2,0.5,3.4,3.5,24.0,43.6,28.8
42051,52788,93.3,87.3,6.0,0.4,1.9,0.0,0.2,4.2,4.5,17.8,37.8,39.8
42055,70415,92.1,82.1,10.0,0.5,1.9,0.0,0.4,5.1,2.1,14.5,43.1,40.4
42063,35675,86.6,79.0,7.6,0.4,7.4,0.4,1.1,4.1,6.3,20.1,45.3,28.4
42069,96521,90.4,79.0,11.4,0.6,4.6,0.1,0.6,3.6,3.1,23.6,43.9,29.4
42071,265376,88.7,79.5,9.2,1.3,3.7,0.7,1.0,4.6,6.9,14.5,44.0,34.6
42073,39008,91.7,81.7,10.0,0.5,2.7,0.0,0.7,4.5,4.3,17.0,43.0,35.7
42075,64597,90.3,83.9,6.4,0.8,5.2,0.3,0.2,3.2,2.0,20.2,42.3,35.6
42077,173585,88.6,79.8,8.9,2.1,2.4,0.2,0.8,5.8,3.5,21.3,41.1,34.0
42079,143022,91.1,81.3,9.7,1.1,2.9,0.2,0.6,4.2,2.5,23.8,40.7,33.0
42081,52344,89.6,80.0,9.6,1.7,2.8,0.6,0.8,4.4,4.0,19.1,43.9,33.0
42085,49059,90.1,80.4,9.7,0.2,3.9,0.4,1.2,4.3,2.8,20.0,43.8,33.5
42089,75269,89.0,78.5,10.4,4.3,1.2,0.0,1.3,4.2,1.3,22.4,37.6,38.7
42091,416740,85.0,78.7,6.3,5.3,2.3,0.2,0.6,6.6,2.2,18.2,47.0,32.7
42095,148255,88.2,81.9,6.4,2.4,2.9,0.1,1.8,4.6,2.1,17.2,40.9,39.8
42097,42785,92.7,83.0,9.7,0.1,2.8,0.0,0.3,4.2,3.2,20.2,40.8,35.8
42101,662522,59.7,50.7,9.0,24.0,8.3,2.2,1.4,4.4,17.2,37.9,30.4,14.5
42107,61372,93.9,83.3,10.6,0.3,2.7,0.1,0.5,2.5,4.0,18.4,41.2,36.4
42111,30793,89.2,81.4,7.8,0.1,3.8,0.0,2.0,4.9,3.0,15.8,44.2,37.0
42125,94829,91.5,82.4,9.0,1.2,2.4,0.2,0.4,4.3,2.5,16.5,45.8,35.3
42129,166218,91.4,83.4,8.0,1.7,1.9,0.0,0.5,4.6,2.5,17.7,45.0,34.7
42133,214094,93.4,86.1,7.3,0.8,1.6,0.1,0.5,3.6,1.8,15.7,43.8,38.7
44003,84240,94.1,86.4,7.8,0.9,1.0,0.2,0.3,3.5,1.2,19.1,48.0,31.6
44005,40638,83.9,76.2,7.7,1.8,5.5,0.7,0.6,7.5,2.2,21.9,47.9,27.9
44007,299509,88.0,78.6,9.4,3.3,4.2,0.2,0.9,3.4,3.8,25.7,42.3,28.2
44009,61426,88.5,82.6,6.0,1.2,2.9,0.3,1.2,5.9,1.4,16.4,45.8,36.4
45003,67330,96.3,85.9,10.5,0.2,0.9,0.0,0.4,2.1,1.4,19.6,43.6,35.4
45007,84591,93.9,85.7,8.2,0.2,1.9,0.2,0.5,3.3,1.7,17.8,38.2,42.3
45013,81093,88.6,78.8,9.8,0.3,1.5,0.3,1.4,7.8,2.4,23.8,44.5,29.3
45015,100001,91.9,80.6,11.2,0.5,2.3,0.2,1.4,3.8,1.3,20.1,43.6,35.0
45019,198406,86.1,78.1,8.0,1.1,3.3,1.2,1.0,7.3,3.0,24.2,46.4,26.4
45031,N,N,N,N,N,N,N,N,N,3.1,19.4,42.2,35.3
45035,69999,94.4,88.0,6.5,0.3,0.6,0.4,0.5,3.9,0.5,20.3,44.3,35.0
45041,59746,96.5,87.5,9.0,0.3,0.7,0.0,0.5,2.0,2.0,18.7,43.3,36.0
45045,237621,92.9,83.1,9.9,0.3,1.3,0.0,1.1,4.4,1.5,20.6,44.6,33.2
45047,N,N,N,N,N,N,N,N,N,3.4,27.1,38.7,30.8
45051,142566,91.5,84.1,7.4,0.3,2.5,0.1,1.3,4.3,1.7,21.9,45.5,30.9
45057,N,N,N,N,N,N,N,N,N,2.0,15.9,46.6,35.5
45059,N,N,N,N,N,N,N,N,N,4.3,21.2,37.5,37.1
45063,135052,93.7,84.9,8.8,0.2,0.3,0.0,2.3,3.5,1.5,17.8,42.4,38.4
45073,31936,91.1,81.8,9.3,1.4,1.5,0.0,1.4,4.5,3.1,19.2,36.5,41.3
45075,35137,94.1,83.8,10.4,0.5,0.9,0.0,1.1,3.4,1.1,20.2,35.1,43.6
45077,N,N,N,N,N,N,N,N,N,2.2,17.0,40.1,40.7
45079,197953,84.6,76.2,8.4,0.9,8.1,0.3,2.8,3.4,2.9,25.6,44.1,27.4
45083,136539,93.4,85.3,8.1,1.0,1.2,0.3,1.2,2.9,2.1,19.8,39.3,38.8
45085,43734,94.1,84.8,9.3,0.4,2.4,0.1,1.2,1.8,4.0,19.9,42.6,33.5
45091,124719,92.6,83.6,9.0,0.2,0.8,0.1,0.5,5.8,1.3,15.6,44.1,38.9
46099,102473,91.6,83.3,8.3,0.9,3.2,0.2,0.3,3.8,1.2,18.4,44.9,35.5
46103,51864,89.6,83.3,6.4,0.3,2.7,0.7,1.4,5.3,2.5,18.5,39.6,39.5
47001,N,N,N,N,N,N,N,N,N,1.0,19.1,44.4,35.5
47009,59291,93.7,84.7,9.0,0.0,0.2,0.0,0.7,5.3,1.0,15.2,42.4,41.5
47011,N,N,N,N,N,N,N,N,N,2.0,21.3,40.3,36.4
47037,362855,88.1,78.5,9.6,2.0,2.2,0.2,0.9,6.7,2.2,25.5,45.5,26.7
47059,N,N,N,N,N,N,N,N,N,1.9,15.6,28.8,53.7
47065,159114,91.9,83.0,8.8,1.0,1.9,0.2,0.6,4.5,2.1,20.8,38.2,39.0
47093,225892,90.9,83.7,7.2,0.5,1.9,0.1,0.6,5.9,1.6,19.6,42.4,36.4
47113,N,N,N,N,N,N,N,N,N,3.2,20.4,39.9,36.4
47119,40326,94.5,90.0,4.5,0.2,0.0,0.0,1.5,3.7,1.3,17.0,43.0,38.7
47125,88739,94.5,88.9,5.6,0.8,1.1,0.0,0.4,3.2,0.7,22.7,44.6,32.0
47141,N,N,N,N,N,N,N,N,N,1.0,20.1,48.3,30.6
47147,N,N,N,N,N,N,N,N,N,1.9,14.5,35.5,48.1
47149,159069,93.4,85.1,8.4,0.2,0.7,0.2,0.4,5.0,0.7,14.5,41.4,43.4
47155,N,N,N,N,N,N,N,N,N,1.5,18.7,35.5,44.3
47157,422897,92.1,81.9,10.1,1.5,1.5,0.1,1.0,3.8,3.7,27.1,39.3,30.0
47163,66133,93.2,86.4,6.8,0.2,1.2,0.1,1.7,3.5,0.8,17.2,38.2,43.8
47165,88419,92.7,85.2,7.5,0.3,0.5,0.1,1.3,5.2,0.6,16.5,44.6,38.3
47179,58736,92.6,85.6,7.0,0.7,0.8,0.0,1.9,4.0,1.5,20.5,41.5,36.5
47187,106777,87.9,81.1,6.8,0.7,1.2,0.0,1.5,8.7,0.4,11.2,47.0,41.4
47189,N,N,N,N,N,N,N,N,N,0.9,13.2,37.8,48.1
48005,N,N,N,N,N,N,N,N,N,1.7,21.5,48.5,28.3
48021,N,N,N,N,N,N,N,N,N,2.3,13.3,36.9,47.5
48027,155182,92.7,81.6,11.1,0.8,2.0,0.2,0.5,3.9,2.2,21.0,47.1,29.7
48029,891648,89.4,78.3,11.1,2.8,1.9,0.2,1.4,4.3,2.8,21.6,41.6,34.0
48037,N,N,N,N,N,N,N,N,N,2.4,26.0,36.2,35.4
48039,159779,96.2,87.1,9.2,0.1,0.9,0.0,0.7,2.1,1.3,13.0,46.5,39.1
48041,103220,89.3,79.8,9.5,2.3,2.0,2.1,0.6,3.7,2.5,22.5,37.4,37.5
48061,153471,93.5,85.1,8.4,0.9,1.2,0.3,2.0,2.2,1.8,26.3,36.2,35.7
48085,480355,88.4,81.7,6.7,1.1,0.8,0.1,1.0,8.6,0.9,18.0,46.9,34.1
48091,63515,86.9,78.5,8.4,0.1,2.1,0.2,0.7,10.0,0.8,12.9,47.0,39.3
48099,29720,84.0,75.6,8.4,0.1,8.9,0.0,1.1,5.9,0.9,22.2,44.9,32.0
48113,1263865,89.9,79.0,10.9,2.6,1.4,0.1,1.5,4.4,3.0,23.9,41.1,32.0
48121,430474,88.1,79.6,8.5,1.0,1.2,0.2,1.0,8.5,0.7,17.1,47.2,35.1
48135,70305,96.2,81.1,15.1,0.4,1.5,0.1,0.1,1.7,2.3,24.6,39.5,33.7
48139,80164,92.3,83.4,8.9,0.4,1.5,0.0,0.6,5.3,0.9,12.7,39.8,46.7
48141,358230,91.9,81.2,10.7,1.7,1.7,0.3,1.3,3.2,2.5,20.4,36.8,40.2
48157,339225,91.6,82.7,8.9,1.8,0.5,0.1,0.9,5.1,0.9,11.7,44.8,42.6
48167,150503,91.1,80.8,10.3,0.8,2.1,0.6,0.9,4.6,1.7,18.0,41.2,39.1
48181,58380,91.4,79.8,11.6,0.0,1.7,0.4,2.0,4.5,2.8,21.4,35.2,40.5
48183,53407,91.9,86.0,5.9,0.0,2.1,0.1,0.8,5.1,1.7,21.5,47.0,29.8
48187,71983,93.2,86.7,6.5,0.2,0.7,0.0,1.3,4.5,0.4,12.8,47.0,39.8
48201,2162106,90.5,79.8,10.6,2.4,1.6,0.3,1.5,3.8,2.5,24.8,41.4,31.4
48203,N,N,N,N,N,N,N,N,N,0.7,21.4,44.3,33.6
48209,105731,85.9,78.2,7.7,1.2,2.7,0.5,1.8,8.0,0.3,17.1,45.8,36.7
48213,31277,94.3,80.5,13.8,0.0,2.4,0.0,0.7,2.7,1.8,17.5,43.0,37.6
48215,308693,89.5,82.0,7.5,0.4,1.2,0.0,3.8,5.0,1.9,22.7,41.3,34.1
48231,41883,91.3,78.4,12.9,0.1,2.2,0.0,1.4,5.1,2.6,18.2,36.9,42.2
48245,104822,96.2,90.4,5.8,1.1,0.5,0.1,1.2,1.0,2.4,27.1,42.1,28.4
48251,73388,96.0,89.9,6.2,0.0,1.1,0.1,0.4,2.4,0.5,17.3,49.9,32.3
48257,53847,94.0,84.0,10.0,0.1,0.5,0.4,1.1,4.0,3.2,12.1,39.4,45.3
48291,N,N,N,N,N,N,N,N,N,1.2,20.7,43.0,35.2
48303,142400,93.8,81.7,12.1,0.8,1.6,0.7,0.6,2.5,2.2,24.3,45.0,28.6
48309,113420,92.5,81.2,11.3,0.3,1.8,0.3,1.4,3.7,2.8,20.6,40.2,36.4
48329,79049,94.1,84.3,9.8,0.3,1.7,0.0,1.1,2.8,1.1,23.9,38.5,36.5
48339,253107,90.2,81.5,8.6,0.9,0.8,0.1,1.4,6.6,1.8,17.1,46.4,34.8
48347,N,N,N,N,N,N,N,N,N,2.6,18.0,44.9,34.5
48355,165439,91.9,82.7,9.2,1.8,2.2,0.2,1.2,2.7,3.6,24.0,40.6,31.8
48361,36301,94.4,85.5,8.9,0.4,1.8,0.3,1.9,1.2,2.4,24.6,40.1,32.8
48367,N,N,N,N,N,N,N,N,N,0.8,10.7,47.7,40.9
48375,50316,95.9,79.3,16.7,0.5,2.0,0.1,0.4,1.1,1.6,27.2,41.8,29.4
48381,70326,94.1,82.6,11.5,0.6,1.2,0.1,0.8,3.2,0.6,18.5,43.2,37.6
48397,N,N,N,N,N,N,N,N,N,0.7,9.3,48.9,41.1
48409,N,N,N,N,N,N,N,N,N,2.3,22.8,43.5,31.3
48423,94882,93.6,81.1,12.5,0.2,0.8,0.4,0.4,4.6,1.5,21.4,40.5,36.6
48439,979051,92.3,81.9,10.4,0.5,1.1,0.2,0.8,5.0,1.2,19.3,44.2,35.3
48441,63506,89.1,78.2,10.9,1.3,2.3,0.0,0.6,6.7,3.2,22.4,49.3,25.1
48451,58621,89.1,80.0,9.0,0.4,3.5,0.1,2.4,4.5,2.7,27.5,42.8,26.9
48453,662881,83.0,73.3,9.7,3.1,1.8,1.2,1.3,9.5,2.7,25.2,44.4,27.8
48469,44261,91.0,75.9,15.2,1.0,1.4,0.4,1.7,4.4,2.6,25.8,40.6,31.0
48471,N,N,N,N,N,N,N,N,N,4.9,21.2,43.2,30.7
48479,99093,92.3,82.3,10.1,1.0,1.9,0.1,1.9,2.7,1.5,21.9,39.4,37.2
48485,62052,84.2,78.4,5.8,1.1,7.9,0.1,3.2,3.6,1.3,26.3,47.7,24.7
48491,261272,89.9,81.7,8.2,0.7,1.0,0.1,0.4,7.8,0.9,15.5,48.5,35.1
49005,59356,86.0,73.9,12.1,2.4,3.2,1.4,0.8,6.3,1.7,12.5,36.7,49.1
49011,161995,91.2,79.4,11.7,2.2,1.0,0.2,0.7,4.7,0.5,9.5,41.8,48.2
49035,573972,85.2,74.7,10.6,4.7,2.6,0.7,1.0,5.8,2.3,17.2,40.7,39.8
49049,267782,84.1,73.3,10.8,1.7,4.7,0.7,1.5,7.3,1.4,11.8,36.1,50.7
49053,63683,87.0,73.6,13.4,0.4,2.7,0.9,1.1,7.9,0.5,14.5,36.0,49.0
49057,117013,91.3,81.9,9.4,1.5,1.8,0.6,0.8,3.9,2.5,11.2,41.9,44.3
50007,88146,79.1,72.7,6.4,3.2,8.8,1.8,1.6,5.6,2.8,22.9,48.3,26.0
51003,52610,85.1,76.1,9.0,2.4,2.5,0.7,2.6,6.7,2.9,19.8,42.2,35.0
51013,146106,58.8,51.6,7.2,26.0,6.2,2.4,0.9,5.7,8.9,39.3,35.5,16.3
51015,N,N,N,N,N,N,N,N,N,1.4,15.2,30.5,52.9
51019,N,N,N,N,N,N,N,N,N,1.2,9.8,36.2,52.7
51041,171113,92.2,85.5,6.7,0.7,0.7,0.2,1.0,5.2,1.0,15.0,39.8,44.2
51059,605893,80.7,70.9,9.9,8.7,1.9,0.3,1.6,6.7,2.3,18.6,43.3,35.8
51061,34671,86.8,78.4,8.3,1.1,1.0,0.0,2.7,8.5,0.7,10.0,32.3,57.0
51069,N,N,N,N,N,N,N,N,N,1.6,11.2,37.4,49.9
51085,N,N,N,N,N,N,N,N,N,0.4,9.2,39.4,51.0
51087,167137,91.6,82.0,9.6,1.3,0.7,0.0,1.0,5.3,2.7,20.1,42.7,34.5
51095,N,N,N,N,N,N,N,N,N,1.6,18.1,42.2,38.1
51107,209293,86.2,76.3,9.9,3.4,1.2,0.1,1.0,8.2,0.7,10.7,47.8,40.9
51121,49028,84.4,75.4,9.1,3.0,9.3,0.6,0.2,2.4,0.9,20.4,39.2,39.5
51153,230549,88.8,77.6,11.2,4.1,0.8,0.0,2.3,4.0,1.1,14.9,38.9,45.1
51161,N,N,N,N,N,N,N,N,N,1.9,16.1,37.4,44.6
51165,36785,88.0,79.1,9.0,0.1,4.3,0.5,1.5,5.6,3.3,13.0,36.5,47.2
51177,64015,90.6,76.4,14.1,1.9,0.3,0.5,0.5,6.2,0.9,11.2,34.2,53.7
51179,72713,88.2,75.7,12.4,4.3,1.7,0.0,1.1,4.7,0.6,9.1,40.5,49.8
51199,N,N,N,N,N,N,N,N,N,1.2,9.6,42.3,46.8
51510,95776,67.2,59.6,7.5,21.8,3.0,0.9,1.8,5.3,6.1,43.4,40.3,10.3
51550,117345,93.2,82.9,10.3,0.4,0.4,0.3,1.5,4.2,1.9,17.4,41.7,39.1
51650,64572,90.7,82.9,7.9,3.4,1.8,0.5,2.0,1.6,3.5,27.0,40.4,29.1
51680,36482,87.2,71.2,16.0,1.4,7.0,0.1,2.0,2.3,11.3,30.7,30.9,27.1
51700,90602,89.5,78.2,11.3,2.9,3.5,0.3,1.2,2.7,4.7,26.9,39.6,28.8
51710,128343,78.8,70.8,8.0,4.1,11.5,0.4,2.6,2.6,6.2,27.0,40.7,26.1
51740,45859,85.9,75.6,10.4,3.4,4.6,0.4,2.9,2.7,7.8,30.7,33.9,27.6
51760,111286,82.4,74.2,8.2,4.2,6.3,2.2,1.3,3.6,7.8,28.1,41.2,22.9
51770,45189,87.6,81.2,6.4,3.8,2.7,0.2,1.7,4.1,4.7,32.2,39.2,23.9
51800,43115,94.2,86.1,8.2,0.2,0.7,0.0,0.7,4.2,1.2,17.1,37.6,44.1
51810,243431,90.2,80.6,9.7,1.0,3.3,0.6,1.4,3.5,2.0,18.5,42.2,37.3
53005,83651,93.9,83.9,9.9,0.6,1.5,0.1,0.9,3.0,1.2,15.6,38.7,44.5
53007,N,N,N,N,N,N,N,N,N,1.0,18.5,29.3,51.3
53009,27692,90.5,82.6,7.8,1.4,1.2,0.4,0.7,5.8,3.5,15.3,36.2,45.0
53011,216925,88.0,80.2,7.8,2.0,2.1,0.4,1.1,6.5,1.6,14.9,43.1,40.4
53015,N,N,N,N,N,N,N,N,N,2.6,16.9,32.8,47.6
53021,38583,94.9,74.6,20.3,0.1,1.2,0.0,0.8,2.9,1.5,14.9,34.8,48.7
53025,37136,78.8,67.3,11.5,1.1,5.0,0.0,4.0,11.1,0.9,15.8,45.8,37.5
53027,26924,85.5,77.2,8.3,1.5,1.8,0.2,0.8,10.1,1.7,15.0,37.1,46.2
53029,36557,86.2,73.6,12.6,2.3,3.2,0.3,1.1,6.8,1.7,10.6,47.6,40.2
53033,1147929,71.5,62.5,9.0,13.1,5.6,1.6,1.2,7.1,5.1,24.3,41.1,29.4
53035,122232,78.8,72.3,6.5,9.1,4.1,0.6,1.6,5.9,2.4,16.1,41.0,40.5
53041,28767,91.3,82.2,9.1,0.4,2.7,0.0,0.8,4.7,1.1,15.7,32.3,50.9
53053,397531,88.1,78.2,9.9,3.8,2.3,0.4,1.1,4.2,2.3,18.5,39.2,40.0
53057,53613,89.0,80.2,8.8,1.0,2.2,0.5,1.4,5.8,1.5,13.8,36.5,48.2
53061,396336,87.0,75.3,11.7,4.9,1.7,0.5,1.1,4.9,1.6,14.7,39.6,44.1
53063,227707,87.6,77.4,10.1,2.5,2.8,0.8,1.0,5.4,1.8,18.0,42.3,37.9
53067,122944,87.0,77.7,9.3,2.2,2.3,0.9,1.4,6.3,1.9,17.8,39.5,40.8
53073,103057,84.5,75.7,8.8,3.2,4.6,1.2,1.4,5.0,3.2,15.2,35.6,45.9
53077,104235,92.0,77.0,15.1,0.5,2.0,0.1,1.8,3.5,1.4,15.8,32.4,50.4
54003,N,N,N,N,N,N,N,N,N,2.2,18.7,45.2,33.9
54011,38473,89.7,82.5,7.2,1.2,3.8,0.6,0.1,4.7,6.6,24.9,42.2,26.2
54033,N,N,N,N,N,N,N,N,N,1.8,21.0,43.0,34.2
54039,80430,88.5,82.3,6.2,3.6,3.7,0.1,0.8,3.3,4.2,30.4,39.1,26.3
54061,48937,82.1,72.9,9.2,3.5,6.7,0.7,0.8,6.3,2.8,21.7,49.7,25.8
54081,N,N,N,N,N,N,N,N,N,3.6,24.3,47.6,24.6
54107,35091,92.5,80.9,11.6,1.2,2.6,0.2,0.5,3.0,2.9,23.4,43.7,29.9
55009,136486,91.2,82.9,8.3,0.7,1.8,0.3,1.2,4.7,1.4,19.4,49.4,29.8
55025,301007,81.5,73.6,7.8,4.6,5.3,2.8,0.9,4.9,4.0,22.4,45.5,28.0
55027,45087,92.2,84.5,7.8,0.0,2.5,0.2,0.8,4.2,2.3,14.6,45.0,38.1
55035,54488,87.9,80.6,7.3,0.5,3.9,0.4,1.3,6.0,1.0,18.7,43.4,36.9
55039,52947,91.2,83.0,8.2,0.1,3.6,0.2,0.6,4.3,1.8,14.1,40.5,43.5
55055,43983,90.5,82.4,8.0,0.4,2.5,0.4,0.5,5.8,1.2,13.3,46.4,39.1
55059,83072,94.6,84.0,10.6,1.0,1.3,0.3,0.4,2.5,2.2,16.8,46.4,34.6
