GeoFIPS,GeoName,Region,Year,Personal income (thousands of dollars),Population (persons) 2/,Per capita personal income (dollars),Earnings by place of work,Less: Contributions for government social insurance 3/,Employee and self-employed contributions for government social insurance,Employer contributions for government social insurance,Plus: Adjustment for residence 4/,Equals: Net earnings by place of residence,"Plus: Dividends, interest, and rent 5/",Plus: Personal current transfer receipts,Wages and salaries,Supplements to wages and salaries,Employer contributions for employee pension and insurance funds 6/,Proprietors' income 7/,Farm proprietors' income,Nonfarm proprietors' income,Farm earnings,Nonfarm earnings,Private nonfarm earnings,"Forestry, fishing, and related activities",Forestry and logging,"Fishing, hunting and trapping",Support activities for agriculture and forestry,"Mining, quarrying, and oil and gas extraction",Oil and gas extraction,Mining (except oil and gas),Support activities for mining,Utilities,Construction,Construction of buildings,Heavy and civil engineering construction,Specialty trade contractors,Manufacturing,Durable goods manufacturing,Wood product manufacturing,Nonmetallic mineral product manufacturing,Primary metal manufacturing,Fabricated metal product manufacturing,Machinery manufacturing,Computer and electronic product manufacturing,"Electrical equipment, appliance, and component manufacturing","Motor vehicles, bodies and trailers, and parts manufacturing",Other transportation equipment manufacturing,Furniture and related product manufacturing,Miscellaneous manufacturing,Nondurable goods manufacturing,Food manufacturing,Beverage and tobacco product manufacturing,Textile mills,Textile product mills,Apparel manufacturing,Leather and allied product manufacturing,Paper manufacturing,Printing and related support activities,Petroleum and coal products manufacturing,Chemical manufacturing,Plastics and rubber products manufacturing,Wholesale trade,Retail trade,Motor vehicle and parts dealers,Furniture and home furnishings stores,Electronics and appliance stores,Building material and garden equipment and supplies dealers,Food and beverage stores,Health and personal care stores,Gasoline stations,Clothing and clothing accessories stores,"Sporting goods, hobby, musical instrument, and book stores",General merchandise stores,Miscellaneous store retailers,Nonstore retailers,Transportation and warehousing,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Scenic and sightseeing transportation,Support activities for transportation,Couriers and messengers,Warehousing and storage,Information,Publishing industries (except Internet),Motion picture and sound recording industries,Broadcasting (except Internet),Internet publishing and broadcasting 8/,Telecommunications,"Data processing, hosting, and related services",Other information services 8/,Finance and insurance,Monetary Authorities-central bank,Credit intermediation and related activities,"Securities, commodity contracts, and other financial investments and related activities",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Real estate and rental and leasing,Real estate,Rental and leasing services,Lessors of nonfinancial intangible assets (except copyrighted works),"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and support and waste management and remediation services,Administrative and support services,Waste management and remediation services,Educational services,Health care and social assistance,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries","Museums, historical sites, and similar institutions","Amusement, gambling, and recreation industries",Accommodation and food services,Accommodation,Food services and drinking places,Other services (except government and government enterprises),Repair and maintenance,Personal and laundry services,"Religious, grantmaking, civic, professional, and similar organizations",Private households,Government and government enterprises,Federal civilian,Military,State and local,State government,Local government
12101,"Pasco, FL",5,2016,19000369,512368,37083,6625862,875077,538526,336551,5211047,10961832,2907969,5130568,4753148,1094170,757619,778544,2541,776003,17660,6608202,5531611,14408,3136,711,10561,5313,336,(D),(D),93716,554933,114227,90629,350077,221435,168247,1185,26316,(D),24116,54570,13551,9273,(D),1892,6090,20519,53188,2962,25748,(L),2113,811,(L),(D),5321,(D),7065,8680,208376,931786,261652,34204,39170,62645,135822,86150,40583,35030,12133,144659,34242,45496,110212,1141,1121,(D),56450,7120,(D),1069,30391,(D),520,98904,20858,6280,21742,(NA),44938,2274,2812,193487,0,78923,(D),91466,(D),109314,87252,(D),(D),384937,74632,320597,277272,43325,126089,1316528,708324,365569,156210,86425,40449,7032,1423,31994,304881,38804,266077,421614,104840,133459,163311,20004,1076591,70495,28353,977743,68344,909399
12103,"Pinellas, FL",5,2016,47254865,960730,49186,28723550,3438844,1918478,1520366,147869,25432575,11657099,10165191,22175493,4621635,3101269,1926422,-979,1927401,297,28723253,25403782,7342,(D),(D),4830,785,(D),211,(D),90953,1513358,347930,173426,992002,2673507,2097589,37950,21623,-19219,143158,230305,883772,108752,(D),(D),96529,466979,575918,39523,9938,7613,19914,5573,(D),20293,124987,(D),173997,142169,1413569,2203322,464397,70753,109161,143664,365921,253808,46834,99123,42629,259954,113643,233435,331896,(D),(D),4647,50728,41830,(D),8649,121525,56399,6942,752348,142407,19879,232329,(NA),245165,93998,18570,2191034,0,748216,510169,924278,8371,414176,397115,39693,-22632,3176824,1524442,1266211,1205349,60862,410161,4361514,2336426,1137868,640176,247044,451982,304581,12503,134898,1385322,330189,1055133,1235036,362526,428282,371939,72289,3319471,754047,145403,2420021,251422,2168599
12105,"Polk, FL",5,2016,22781886,666149,34199,12813218,1563777,895707,668070,927778,12177219,4365990,6238677,9643147,2167655,1499585,1002416,25367,977049,72262,12740956,10983851,160711,(D),(D),152161,81501,(D),(D),6372,82012,786257,205855,92510,487892,1211744,479156,85802,60400,(D),96348,81844,16699,6443,39889,(D),6128,68328,732588,272107,18226,(D),2965,(D),(D),50291,34241,32398,249813,71115,791211,969348,274780,38714,34325,84477,143935,77615,38484,35688,18741,183739,24206,14644,879663,3595,24568,131,314851,13590,1715,594,122362,39272,358985,129724,29763,6632,20058,(NA),71066,952,1253,792365,0,208588,88289,493826,1662,219043,161534,(D),(D),545628,522778,635472,578449,57023,182376,1815992,990394,500194,216412,108992,149824,46749,7708,95367,425878,49600,376278,602324,200126,163629,208372,30197,1757105,97847,42875,1616383,254331,1362052
12107,"Putnam, FL",5,2016,2109174,72277,29182,914289,119901,73087,46814,152720,947108,334162,827904,665081,174749,127935,74459,6792,67667,15653,898636,655117,7980,4652,229,3099,4222,(L),(D),(D),49105,43215,11684,5960,25571,119608,32879,2733,11890,(D),13795,(D),(D),(L),(D),1797,2092,(D),86729,(D),(D),(L),(D),(L),(D),(D),(D),(L),3026,548,15713,89246,21196,1585,1545,13221,15167,5939,6894,1266,488,19112,1805,1028,16002,(L),3304,(L),4157,(D),(L),(L),3677,462,(D),6863,2046,(D),(D),(NA),3770,(D),(D),18590,0,11140,520,6866,64,8704,6837,1634,233,(D),(D),26441,22205,4236,5327,134619,74983,(D),20109,(D),2069,(D),(D),1648,32114,2280,29834,55694,13914,16345,21653,3782,243519,8701,3955,230863,21634,209229
12109,"St. Johns, FL",5,2016,14439811,235087,61423,4533465,537739,312357,225382,4695908,8691634,3870830,1877347,3252966,688461,463079,592038,13072,578966,22930,4510535,3877488,(D),(D),215,8354,(D),(D),(D),(D),10854,272382,79667,51607,141108,292329,272359,7679,2086,(D),7397,7602,5460,(D),600,160307,2997,8668,19970,275,(D),(D),2346,-60,(D),(D),8004,530,3656,(D),220344,408295,107753,14555,7038,28774,87013,29117,22357,33892,7870,28246,26650,15030,60190,76,10919,(D),11708,(D),(L),8036,17841,9629,687,39799,8407,1442,2350,(NA),22789,2004,2807,288968,0,109501,(D),88639,(D),133535,109765,(D),(D),418037,65207,179121,168896,10225,76967,543966,269782,(D),94110,(D),99296,21746,18499,59051,369116,108503,260613,388280,51409,99852,219672,17347,633047,63003,13645,556399,88212,468187
12111,"St. Lucie, FL",5,2016,11094354,306507,36196,4381204,562339,335757,226582,1747430,5566295,2425107,3102952,3202684,766569,539987,411951,3327,408624,20846,4360358,3449673,61841,1066,(D),(D),1962,(L),1911,(L),(D),294619,70309,30512,193798,198439,136349,23096,12016,(D),22161,19498,(D),368,(D),(D),3372,10596,62090,38328,(D),(D),2101,(D),(D),(L),1141,101,4262,13945,194988,415400,109139,6991,14762,32510,73027,35804,21196,9946,7379,82621,13418,8607,(D),(D),6471,(D),16329,3781,57,(D),22952,(D),(D),44048,6101,(D),9823,(NA),24703,(D),462,98264,0,60999,(D),30657,(D),93454,65217,(D),(D),264173,18048,210844,196754,14090,43233,721185,393871,173565,93669,60080,54575,20086,2060,32429,176799,21816,154983,296763,72358,83823,127437,13145,910685,77658,22522,810505,104068,706437
12113,"Santa Rosa, FL",5,2016,6943907,170497,40727,2343501,282504,164273,118231,2186717,4247714,1285913,1410280,1607310,399718,281487,336473,8136,328337,11569,2331932,1762534,4538,(D),(D),3296,15363,(D),3273,(D),27444,181801,67636,11736,102429,57899,37700,(D),4516,(D),5227,2498,7138,531,(D),(D),5502,1585,20199,1141,(D),(L),(L),(D),(L),(D),710,(D),(D),(D),59382,200539,25894,4702,3447,31151,30961,17748,19457,5270,3209,46311,8776,3613,53979,(D),396,(L),12384,5638,(D),(D),29425,(D),479,40351,1654,2131,(D),(NA),27692,(D),(L),79502,0,59376,(D),(D),319,61302,48027,9912,3363,189891,4949,153642,145829,7813,12369,312073,163324,76753,53286,18710,15974,(D),(D),11547,149918,23333,126585,141618,41422,42673,50857,6666,569398,65491,166296,337611,76591,261020
12115,"Sarasota, FL",5,2016,24347014,412569,59013,11136000,1360673,809168,551505,-710652,9064675,10540124,4742215,8059761,1615434,1063929,1460805,1973,1458832,8930,11127070,10099235,4094,(L),536,3554,21143,(D),(D),7320,61793,992673,308598,99504,584571,569117,444439,3794,17928,(D),208205,30774,66114,(D),7325,7626,27283,80768,124678,2169,1520,(D),3072,142,(D),(D),19017,(D),19900,65179,421708,1030990,270149,55599,41065,97322,174052,80200,25476,53583,24665,118339,59661,30879,113227,15498,(L),(D),16404,7250,(L),(D),32916,20580,16084,241425,81384,4983,78817,(NA),59221,4987,12033,699222,0,184411,202414,309144,3253,368937,297764,(D),(D),1274921,224432,672074,643622,28452,142202,1915042,968364,564676,296203,85799,195597,55344,7671,132582,561393,103823,457570,589245,134676,213377,183341,57851,1027835,96463,28599,902773,134782,767991
12117,"Seminole, FL",5,2016,20361378,455479,44703,11900576,1402182,755638,646544,2915474,13413868,3654112,3293398,9355388,1878871,1232327,666317,90,666227,4669,11895907,10792620,5996,714,(D),(D),4056,1067,(D),(D),93934,1127364,232785,190270,704309,477582,369520,19304,12532,9836,44258,39842,83494,61655,(D),(D),20730,61024,108062,33141,745,(D),3354,1065,(D),24540,24293,(D),12703,1849,868491,1116496,181967,58320,74817,148068,168303,94377,25096,46799,35656,143515,52488,87090,220533,55700,23752,(D),37022,10470,(D),1032,34591,(D),3505,495766,106080,8825,36330,(NA),190500,142333,11698,1213026,(D),381361,141999,685610,(D),200663,160452,40302,-91,1298271,317551,813202,779095,34107,154178,1221150,690115,287628,165947,77460,71079,(D),(D),49647,461794,38673,423121,631488,262003,172667,175894,20924,1103287,88443,25217,989627,45580,944047
12119,"Sumter, FL",5,2016,4902083,123996,39534,1627461,265101,179528,85573,-53595,1308765,1457393,2135925,1180123,294237,208664,153101,2947,150154,13595,1613866,1264832,3875,(D),(D),3380,9917,2297,(D),(D),64994,168875,38021,21561,109293,60660,48753,6961,24331,(D),(D),(D),(D),(D),(D),2065,(D),741,11907,(D),(D),(L),(D),(L),(L),137,(D),289,3224,(D),26986,143192,21498,7715,1589,14950,32634,12007,14260,5315,1539,22881,6263,2541,34565,61,8773,(L),15714,(D),(D),(L),7655,(D),795,8330,326,(D),1886,(NA),3143,(D),(L),63334,(D),26593,25071,10794,(D),46942,40853,(D),(D),90180,13809,54202,43882,10320,23857,239929,120017,(D),43252,(D),30400,1916,(L),28479,102127,6899,95228,78658,15639,27068,33022,2929,349034,180786,6459,161789,43336,118453
12121,"Suwannee, FL",5,2016,1311368,43794,29944,647270,75075,45214,29861,86970,659165,197259,454944,420149,112677,82816,114444,57639,56805,68397,578873,428196,(D),10116,685,(D),(D),692,(D),291,16378,30187,6255,12152,11780,95074,28992,(D),(D),(L),1604,(D),0,(D),(L),(D),(L),607,66082,(D),(L),192,(D),209,317,124,(D),261,(D),(D),19923,61261,10054,1474,1181,10764,8549,3842,6284,537,(D),11585,4747,(D),21976,66,1526,(L),11970,(D),(D),(D),(D),(D),(L),3815,(D),(D),548,(NA),(D),(L),(L),10038,0,5706,(D),(D),74,2689,1711,919,59,11050,4608,16352,14268,2084,(D),(D),12202,(D),28835,6930,637,(D),107,(D),20124,4167,15957,34902,8266,9785,11564,5287,150677,7524,2263,140890,56511,84379
12123,"Taylor, FL",5,2016,660256,22175,29775,386824,47032,26802,20230,10475,350267,104050,205939,285556,73127,52897,28141,934,27207,1041,385783,302301,(D),21012,1984,(D),(D),58,(D),(L),(D),21266,(D),(D),8329,123521,26734,(D),(D),(L),16954,(D),(L),(L),(L),(D),(L),70,96787,(D),(L),(L),(D),(L),(L),(D),(L),(L),(D),60,(D),32339,5607,(D),(D),2585,4880,1699,3580,585,415,8405,891,(D),6087,(L),358,(L),2962,118,(D),(L),(D),(L),(L),2230,(D),(L),(D),(NA),(D),(L),(L),4390,0,3303,(L),(D),(D),752,368,373,(L),(D),(D),5949,5932,(L),(D),(D),8915,(D),6174,2964,1645,(D),(L),(D),9284,1446,7838,18772,4282,3872,5684,4934,83482,2610,1070,79802,35057,44745
12125,"Union, FL",5,2016,293366,15142,19374,204020,22870,12701,10169,-31962,149188,47001,97177,144774,49005,38836,10241,846,9395,908,203112,87132,(D),3506,311,(D),(D),(L),(D),(L),(L),9650,2107,1891,5652,9846,9202,(D),0,(L),(L),(L),(L),(L),(L),(L),(D),(L),644,(D),(L),(L),0,(L),0,(L),(L),(L),(D),(L),(D),(D),690,(D),(D),666,(D),979,922,(D),0,(D),(L),(D),25226,(L),1193,(L),(D),(D),(L),(L),1225,(L),0,(D),(L),(L),147,(NA),(D),(L),(L),472,0,405,(D),(D),(L),807,(D),(D),(L),(D),(D),5048,(D),(D),(D),(D),2504,(D),(D),3687,-81,(L),(L),-65,1265,(L),1259,(D),773,(D),(D),252,115980,1239,570,114171,(D),(D)
12127,"Volusia, FL",5,2016,20543253,529364,38807,9629822,1228489,719035,509454,1869223,10270556,4653280,5619417,7171445,1604489,1095035,853888,5031,848857,29530,9600292,8236252,(D),(D),922,8124,(D),181,(D),(D),37904,672372,166645,88570,417157,722863,604712,22942,30304,-8010,87267,88936,113078,(D),(D),(D),25714,117466,118151,19688,6699,2678,18897,267,(D),174,19417,(D),35242,14213,393125,954476,240028,33813,37543,89521,166025,74350,40355,41226,20629,144426,39300,27260,98548,6368,1902,(D),19589,22838,(L),1792,23400,21034,(D),122267,27145,12187,10068,(NA),58242,3639,10986,330106,0,128665,(D),141389,(D),256920,211027,39923,5970,580641,139300,555635,530230,25405,331878,1757591,813549,596677,254547,92818,147524,80295,2459,64770,553177,76906,476271,571423,120803,159564,257671,33385,1364040,122258,36891,1204891,194383,1010508
12129,"Wakulla, FL",5,2016,1033778,31893,32414,312494,38633,23676,14957,388192,662053,143049,228676,212031,62439,47482,38024,-219,38243,-88,312582,211883,2920,(D),(D),1865,(L),(L),(L),(L),3333,29272,9032,1913,18327,52442,5131,(D),(D),(L),(D),(D),(D),(L),(D),(L),(L),(D),47311,(D),0,(L),(L),(L),(L),(L),(L),(D),(D),(L),2756,22506,2251,(D),131,1210,3981,2000,2108,(D),424,(D),349,(D),4545,(L),(L),(L),3086,(D),(D),(L),(D),(D),0,(D),(D),(L),454,(NA),(D),(L),(L),4445,0,2775,(D),(D),82,2680,2305,308,67,23695,(D),(D),12087,(D),1050,15886,7354,(L),(D),(D),1800,(L),(L),1843,12522,(D),(D),18157,4474,5297,8386,0,100699,7730,1594,91375,36849,54526
12131,"Walton, FL",5,2016,3469836,65889,52662,1580928,177101,106457,70644,477983,1881810,1052741,535285,1004073,214049,143405,362806,8466,354340,8534,1572394,1370582,2358,(D),(D),(D),5779,1728,(D),(D),26936,185903,59990,24052,101861,22975,14602,3740,2427,(D),278,(D),(D),(L),(L),2812,(D),(D),8373,(D),(D),(D),(D),70,(D),109,(D),229,(D),(D),39405,199160,25905,12024,(D),17018,33538,9891,14720,42084,4035,17609,11125,(D),9790,(D),(L),(L),3661,2766,(L),(D),1685,395,(D),13233,1366,(D),5664,(NA),3334,1317,(D),37043,0,16181,(D),9909,(D),107822,93756,10859,3207,107164,10476,79698,77060,2638,9022,149855,67532,(D),22992,(D),8607,(D),(D),5169,256212,93827,162385,99144,20610,30404,42615,5515,201812,12750,7656,181406,30402,151004
12133,"Washington, FL",5,2016,680669,24569,27704,308347,39084,23383,15701,78210,347473,99545,233651,221446,62769,47068,24132,1619,22513,2512,305835,189509,(D),4779,56,(D),(D),86,(D),(L),(D),20768,4247,7592,8929,10230,1082,(D),(L),(L),(D),(L),(L),(L),(D),97,(D),103,9148,(D),(L),(L),(D),(D),(L),(L),(L),(L),53,75,11268,20937,1465,334,(D),1146,2574,2866,1245,392,(D),(D),428,91,(D),(L),1133,(L),715,226,(D),(L),(D),(D),(L),(D),(D),(L),409,(NA),(L),(D),(L),7138,0,4817,(D),(D),(L),565,199,(D),(D),21370,(D),(D),4550,(D),(D),(D),12631,(D),9488,5725,(D),(D),(L),(D),(D),(D),9512,(D),3070,4286,6612,(D),116326,2407,1228,112691,61874,50817
13000,Georgia state total,5,2016,434677178,10310371,42159,321746556,35112314,18928098,16184216,-1477198,285157044,73959329,75560805,234824990,53668778,37484562,33252788,1367284,31885504,1813837,319932719,267037877,1044812,519127,17542,508143,787317,150894,548813,87610,2901984,17603699,5362723,1916323,10324653,29125075,14734060,1108933,1103218,540852,1862358,1528208,1086067,1312965,1665956,2822662,589867,1112974,14391015,4571866,530009,1145846,1671738,107944,13029,1738214,764741,212417,2271659,1363552,21150036,19375122,4025346,856739,1294568,1645780,2645330,1367134,996149,1005062,494144,3009153,963091,1072626,16172152,5656877,(D),25500,4018994,344643,105729,14562,1622882,(D),2047048,18668907,2953494,1040732,1806790,(NA),11182464,1246613,438814,19269335,(D),7177611,3316825,8382987,(D),6262182,4296634,1847429,118119,31180058,8443298,15609649,15045583,564066,4848684,31687519,16529115,10574607,2137189,2446608,2171230,1012027,114847,1044356,10209000,1602231,8606769,10527818,2615344,3295974,4144664,471836,52894842,10805744,6446087,35643011,10805279,24837732
13001,"Appling, GA",5,2016,573928,18428,31144,485033,49646,26853,22793,-96549,338838,72138,162952,330048,106471,83678,48514,29946,18568,35561,449472,375782,9109,(D),(L),(D),352,150,154,(L),(D),22293,(D),(D),14972,37201,29817,(D),(D),(D),2006,9221,(L),(D),(D),(L),(D),(D),7384,(D),(L),98,81,(D),(L),102,(D),173,(D),-96,(D),43506,21920,484,0,1327,6364,2303,1926,(D),(D),7370,652,985,18253,(L),2009,(L),15536,271,121,(L),198,(L),62,2095,(D),0,(D),(NA),(D),0,0,8662,0,5924,(D),(D),50,601,(D),(D),0,5870,0,5586,(D),(D),(D),(D),8929,117,1081,(D),(D),(D),(L),(D),(D),(D),10044,13880,(D),5138,(D),430,73690,3323,1516,68851,4950,63901
13003,"Atkinson, GA",5,2016,227507,8273,27500,122382,12914,7368,5546,24858,134326,27239,65942,77284,22386,16840,22712,12054,10658,14088,108294,86459,3609,(D),(L),(D),(D),0,0,(D),(D),(D),(D),(L),(D),44675,33357,(D),(L),(L),(L),(L),(L),(L),(D),(L),(L),(L),11318,(L),(L),(D),(D),0,0,51,(L),86,218,(D),6800,4392,1117,(L),(L),(D),(D),565,860,0,(L),811,(L),(D),(D),(L),(L),0,(D),175,78,(L),128,(D),(L),(L),0,0,0,(NA),(L),0,0,3695,0,(D),(L),(D),(L),337,253,84,0,(D),0,(D),(D),0,(D),(D),6076,(L),(L),(D),(D),(L),(L),(D),(D),64,(D),4225,(D),(D),(D),(D),21835,1065,1196,19574,863,18711
13005,"Bacon, GA",5,2016,343030,11372,30164,231828,23579,13053,10526,-9626,198623,39818,104589,151789,43053,32527,36986,24360,12626,29711,202117,169881,(D),(D),(L),8110,(D),0,(D),0,(D),3780,1630,(D),(D),49702,17854,(D),(L),(L),(D),(L),(L),(L),(D),(L),(D),(D),31848,23657,(L),(D),80,(L),(L),132,(D),223,563,(D),(D),19275,594,(D),(D),1352,2216,1616,12188,(D),(L),611,156,(D),16346,(L),(L),0,13895,121,54,(L),(D),(D),(D),(D),(L),0,(D),(NA),(D),0,0,(D),0,5345,(L),(D),(L),(D),(D),(D),0,2796,(D),(D),(D),0,(D),(D),5175,(D),(D),139,484,(D),(L),(D),3968,(D),(D),8435,(D),3198,(D),51,32236,1794,930,29512,4976,24536
13007,"Baker, GA",5,2016,111181,3150,35296,48684,4093,2477,1616,16374,60965,18123,32093,23825,6428,4812,18431,14649,3782,18659,30025,20704,(D),(D),(D),2899,134,57,58,(L),(L),(D),(D),(L),194,493,148,94,(L),(L),(L),(L),(L),(L),(L),(L),(L),(L),345,(L),(L),(L),(L),0,0,(L),(L),67,167,(L),(D),1316,101,(L),(L),(D),(D),(L),(D),(L),(L),(D),90,170,(D),(L),(L),0,(D),(L),(L),0,(L),(L),(L),(D),0,0,(L),(NA),(D),0,0,(D),0,(D),(L),(D),(L),(D),(D),58,0,(D),0,256,256,0,83,1942,(D),(L),(L),(D),(L),(L),(L),(L),143,(L),102,1781,154,(D),(D),111,9321,59,3930,5332,(D),(D)
13009,"Baldwin, GA",5,2016,1370867,45144,30367,810408,86792,49097,37695,-36190,687426,224239,459202,566880,192150,154455,51378,-332,51710,-284,810692,490326,(D),(D),(L),(D),499,212,219,68,(D),(D),(D),(D),19644,93575,60688,(D),(D),(D),(D),(D),(L),(L),(L),49592,(D),(D),32887,773,(L),(D),90,(L),(L),(D),506,249,(D),(D),8711,80938,22420,1677,2293,7292,10077,6774,4546,1855,1994,15460,1944,4606,(D),(L),(L),0,1801,(D),(D),0,(D),(D),(D),5408,(D),(D),(D),(NA),(D),(L),(L),20144,0,13891,1550,4397,306,8712,5422,3290,0,(D),(D),22906,(D),(D),(D),(D),71743,(D),15195,(D),5561,(D),(D),3462,31620,1935,29685,28930,6831,8415,12696,988,320366,6040,5434,308892,230339,78553
13011,"Banks, GA",5,2016,603887,18397,32825,213017,22134,13898,8236,189836,380719,77869,145299,121254,33169,24933,58594,32962,25632,35108,177909,132926,3897,(D),(L),(D),472,201,206,65,61,16859,5111,2450,9298,16653,4862,(D),(D),(L),2930,(D),(L),(D),(L),(L),(L),(L),11791,(D),(L),(D),86,(L),(L),(D),(D),235,595,-131,11488,18968,790,(D),537,(D),488,586,3930,3711,552,517,(D),1035,4616,(L),-52,(L),3808,268,119,(L),(D),(D),62,(D),(L),(D),(L),(NA),81,0,0,1306,0,(D),(L),(D),(L),(D),(D),830,0,4909,(L),9600,(D),(D),231,7597,(D),74,(L),(D),2363,(D),(L),(D),18941,1930,17011,12303,1903,4424,(D),(D),44983,1204,1547,42232,847,41385
13013,"Barrow, GA",5,2016,2594105,77126,33635,1095201,122769,71541,51228,809584,1782016,297015,515074,749669,187043,135815,158489,11315,147174,13146,1082055,893732,(D),(D),0,(D),(D),(L),(D),(D),(D),123238,28881,7229,87128,130471,54922,6429,(D),(D),8835,2517,-261,-228,(D),(D),2298,1825,75549,(D),(L),(L),(D),(D),0,(D),(D),84,24225,1576,136564,136805,30508,1948,(D),34542,20497,4879,4056,1050,1220,19786,2874,(D),(D),(D),240,(L),17427,(D),340,(L),2251,1226,(D),9246,(D),(D),(D),(NA),(D),356,(D),18455,0,10254,789,7306,106,27477,16121,(D),(D),(D),(D),23164,(D),(D),2228,82841,47585,(D),(D),12292,1210,(D),-70,(D),70469,25760,44709,52891,10000,13717,26080,3094,188323,14551,6461,167311,7878,159433
13015,"Bartow, GA",5,2016,3664992,103807,35306,2277770,259940,139860,120080,358803,2376633,492134,796225,1659805,416236,296156,201729,18580,183149,21883,2255887,1938239,2190,(D),(L),(D),9025,430,(D),(D),(D),194121,45494,18747,129880,654233,222492,9244,10268,47917,21162,33833,(D),(D),41977,(D),4019,7649,431741,(D),(D),59975,(D),(L),(L),(D),1008,(D),55684,98278,(D),143789,32736,3603,3349,14448,19184,12703,16173,2242,2932,21799,5378,9242,163217,(D),11570,(L),119212,(D),351,(D),8468,(D),4462,13492,(D),(D),(D),(NA),(D),(L),(L),49867,0,33264,(D),13103,(D),19410,14377,5033,0,85868,3083,67360,59906,7454,8135,175103,99633,(D),(D),12570,17468,(D),(D),8172,88552,20640,67912,89150,23437,30711,33244,1758,317648,17024,8650,291974,49568,242406
13017,"Ben Hill, GA",5,2016,485643,17243,28165,295898,36845,20131,16714,-31372,227681,80372,177590,211493,61020,44306,23385,4299,19086,6368,289530,233221,20702,(D),(L),(D),(L),(L),(L),(L),(D),5702,(D),(D),3796,72903,37814,20099,(L),0,(D),(D),(L),(L),12663,(D),(L),950,35089,(D),(D),(D),0,0,0,(D),(D),(L),(D),(D),(D),26919,3593,601,(D),3515,2231,2609,1422,431,(D),8406,508,524,32635,(L),15833,(L),(D),(D),98,(L),(D),(L),(L),2740,(D),(L),(L),(NA),(D),(L),(L),8379,0,5110,(D),3084,(D),1776,(D),(D),0,(D),(D),16124,16124,0,(D),(D),6031,108,(D),1396,(D),(L),(L),(D),(D),(D),6467,15127,3407,5732,(D),(D),56309,1850,1425,53034,6120,46914
13019,"Berrien, GA",5,2016,553041,18993,29118,196043,24529,14430,10099,120862,292376,90409,170256,135879,44889,34790,15275,-2505,17780,2898,193145,140366,(D),(D),(L),5609,(D),(L),(D),(L),(D),9190,3340,(L),5806,58165,57484,(D),(D),0,3791,(L),(L),(L),(D),(D),512,0,681,(D),0,(D),(D),0,0,(L),(L),(L),(L),(L),6697,15476,2248,984,(D),2151,5025,1172,914,(D),(D),1232,568,518,(D),(D),0,0,(D),(L),(L),0,(L),(L),(D),707,(D),(D),(L),(NA),(D),(L),(D),8079,0,3668,(L),4350,84,1209,(D),(D),0,4485,(D),(D),(D),(D),(D),(D),2650,79,(D),930,(D),(L),(L),(D),(D),(D),4560,12180,1349,(D),6166,(D),52779,2188,1581,49010,3832,45178
13021,"Bibb, GA",5,2016,6008761,152760,39335,5143840,577770,310913,266857,-1250352,3315718,1131851,1561192,3795871,909756,642899,438213,911,437302,1221,5142619,4521377,(D),1139,(D),5304,(D),1973,(D),636,(D),164797,36383,7261,121153,409436,227487,14143,69615,275,48445,(D),99,(D),-113,17120,2600,54833,181949,7682,(D),(D),1917,(D),0,97270,7352,324,13008,32814,189813,366038,99936,9609,10269,41947,47813,27235,13422,24210,9696,68234,8523,5144,(D),(D),52400,(L),35486,6468,(D),(L),27255,20759,16780,99879,12214,(D),15601,(NA),60024,(D),(D),582759,0,94360,32070,454533,1796,131904,89473,(D),(D),289916,208578,179220,166739,12481,155978,1137565,610810,410530,67507,48718,16323,2480,1239,12604,177182,18679,158503,197166,49554,69849,69253,8510,621242,111786,12336,497120,143800,353320
13023,"Bleckley, GA",5,2016,397811,12970,30672,129283,15418,9264,6154,99276,213141,75948,108722,91217,34261,28107,3805,-5378,9183,-4533,133816,70612,5979,(D),(L),(D),157,66,70,(L),124,9632,(D),(D),868,2838,(D),112,(L),(L),(D),(D),(L),(L),(L),(L),(D),(D),(D),(L),(L),(L),(D),0,0,(L),(L),78,198,(L),(D),13925,1970,(D),(D),1159,1104,2473,924,(D),(D),5261,(D),(D),(D),(L),(L),0,(D),(D),(L),0,77,(L),(L),(L),0,0,(L),(NA),(L),0,0,(D),0,5283,(L),(D),(L),(D),(D),(D),0,2864,(L),2945,2945,0,89,7072,5450,(D),(D),1007,341,(L),(L),352,4474,(D),(D),7252,1338,2154,(D),(D),63204,1960,975,60269,(D),(D)
