GeoFIPS,GeoName,Region,Year,Personal income (thousands of dollars),Population (persons) 2/,Per capita personal income (dollars),Earnings by place of work,Less: Contributions for government social insurance 3/,Employee and self-employed contributions for government social insurance,Employer contributions for government social insurance,Plus: Adjustment for residence 4/,Equals: Net earnings by place of residence,"Plus: Dividends, interest, and rent 5/",Plus: Personal current transfer receipts,Wages and salaries,Supplements to wages and salaries,Employer contributions for employee pension and insurance funds 6/,Proprietors' income 7/,Farm proprietors' income,Nonfarm proprietors' income,Farm earnings,Nonfarm earnings,Private nonfarm earnings,"Forestry, fishing, and related activities",Forestry and logging,"Fishing, hunting and trapping",Support activities for agriculture and forestry,"Mining, quarrying, and oil and gas extraction",Oil and gas extraction,Mining (except oil and gas),Support activities for mining,Utilities,Construction,Construction of buildings,Heavy and civil engineering construction,Specialty trade contractors,Manufacturing,Durable goods manufacturing,Wood product manufacturing,Nonmetallic mineral product manufacturing,Primary metal manufacturing,Fabricated metal product manufacturing,Machinery manufacturing,Computer and electronic product manufacturing,"Electrical equipment, appliance, and component manufacturing","Motor vehicles, bodies and trailers, and parts manufacturing",Other transportation equipment manufacturing,Furniture and related product manufacturing,Miscellaneous manufacturing,Nondurable goods manufacturing,Food manufacturing,Beverage and tobacco product manufacturing,Textile mills,Textile product mills,Apparel manufacturing,Leather and allied product manufacturing,Paper manufacturing,Printing and related support activities,Petroleum and coal products manufacturing,Chemical manufacturing,Plastics and rubber products manufacturing,Wholesale trade,Retail trade,Motor vehicle and parts dealers,Furniture and home furnishings stores,Electronics and appliance stores,Building material and garden equipment and supplies dealers,Food and beverage stores,Health and personal care stores,Gasoline stations,Clothing and clothing accessories stores,"Sporting goods, hobby, musical instrument, and book stores",General merchandise stores,Miscellaneous store retailers,Nonstore retailers,Transportation and warehousing,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Scenic and sightseeing transportation,Support activities for transportation,Couriers and messengers,Warehousing and storage,Information,Publishing industries (except Internet),Motion picture and sound recording industries,Broadcasting (except Internet),Internet publishing and broadcasting 8/,Telecommunications,"Data processing, hosting, and related services",Other information services 8/,Finance and insurance,Monetary Authorities-central bank,Credit intermediation and related activities,"Securities, commodity contracts, and other financial investments and related activities",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Real estate and rental and leasing,Real estate,Rental and leasing services,Lessors of nonfinancial intangible assets (except copyrighted works),"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and support and waste management and remediation services,Administrative and support services,Waste management and remediation services,Educational services,Health care and social assistance,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries","Museums, historical sites, and similar institutions","Amusement, gambling, and recreation industries",Accommodation and food services,Accommodation,Food services and drinking places,Other services (except government and government enterprises),Repair and maintenance,Personal and laundry services,"Religious, grantmaking, civic, professional, and similar organizations",Private households,Government and government enterprises,Federal civilian,Military,State and local,State government,Local government
13025,"Brantley, GA",5,2016,472854,18355,25762,139969,16961,11479,5482,145575,268583,51156,153115,79211,27152,21670,33606,-977,34583,98,139871,93986,(D),6438,(L),(D),(D),0,0,(D),112,16471,3886,2703,9882,16546,10496,7477,103,122,(D),(D),(L),(D),-50,(L),(D),(D),6050,(D),249,577,(D),(L),(L),638,233,1082,2731,-601,6609,6669,473,95,(L),(D),759,668,2504,(D),(L),(D),(D),441,9155,(L),-66,(L),(D),(D),150,(L),245,171,247,(D),(D),0,(L),(NA),(D),(L),(L),1664,0,(D),(L),(D),138,235,(D),(D),0,793,0,3500,3500,0,1347,5288,(D),90,(D),879,60,(D),0,(D),2681,(L),2640,10638,1555,3342,(D),(D),45885,1782,3958,40145,1324,38821
13027,"Brooks, GA",5,2016,511419,15687,32601,178993,20346,12629,7717,106414,265061,91514,154844,115962,32485,24768,30546,16114,14432,24216,154777,118191,13170,(D),(L),(D),0,0,0,0,(D),3382,(D),(D),2487,12656,11086,(D),(L),(L),(D),0,(D),(L),(L),(L),(L),(D),1570,(D),(L),(L),(L),0,0,(L),(D),62,158,(D),26716,10019,(D),(D),(D),519,2423,(D),721,(L),(D),841,410,(D),(D),(L),130,0,(D),113,51,(L),(D),(L),(D),537,(D),0,(L),(NA),(D),0,0,4851,0,3621,(D),(D),(L),3813,(D),(D),0,2756,0,2179,(D),(D),54,14215,5986,(D),2796,(D),(D),(D),(L),(D),(D),(L),(D),17356,1432,(D),(D),543,36586,1590,1305,33691,1884,31807
13029,"Bryan, GA",5,2016,1740248,36230,48033,466213,50797,29634,21163,816955,1232371,248861,259016,310377,85962,64799,69874,3660,66214,4026,462187,337478,1012,776,(D),(D),492,209,216,67,(D),45189,11808,3073,30308,34508,20649,352,10188,(L),1402,8602,(L),(L),(L),(L),(L),51,13859,(D),(L),85,(D),(L),0,(D),52,244,(D),(D),37400,36949,1939,(D),(D),3379,15111,3831,9996,186,(D),1118,809,72,(D),(L),-58,(L),11305,295,132,(L),1525,(D),837,878,638,(D),(L),(NA),(D),(D),(D),15548,0,(D),(D),10062,114,21151,(D),(D),(L),22653,(D),(D),9712,(D),(D),(D),21636,444,(D),6228,1956,(D),(L),(D),22226,4143,18083,33738,9266,11301,(D),(D),124709,24175,3039,97495,5597,91898
13031,"Bulloch, GA",5,2016,2221998,74722,29737,1367908,143404,77860,65544,111807,1336311,379629,506058,959239,298063,232519,110606,3704,106902,7793,1360115,899469,(D),(D),(L),3033,(D),83,84,(D),(D),76354,38131,3084,35139,104366,94856,12842,(D),(D),3284,(D),(D),124,(D),(L),1212,2000,9510,5116,(D),(D),(D),0,0,57,2054,96,(D),(D),(D),108682,22762,4832,(D),12407,9071,10364,6200,4072,3166,26252,5192,(D),73088,(L),3804,(L),15202,(D),462,(L),2230,7987,(D),12970,(D),(D),(D),(NA),7541,0,0,37417,0,23185,3702,10273,257,32118,19732,12385,(L),(D),(D),41874,38530,3344,6295,183612,103475,(D),20579,(D),3683,(D),(L),(D),67958,7678,60280,59371,12611,18588,23547,4625,460646,10970,7811,441865,295266,146599
13033,"Burke, GA",5,2016,767055,22688,33809,1003161,112865,56943,55922,-437245,453051,97695,216309,774921,182857,126935,45383,16828,28555,22513,980648,893912,5150,2498,(L),2665,124,53,54,(L),(D),10418,2909,629,6880,41243,29766,551,(D),(D),(D),(D),(L),(D),(D),(L),(D),100,11477,(D),95,219,(D),(L),(L),226,82,383,(D),-213,50992,24420,4631,722,(L),1806,2891,1840,2821,(D),(L),7497,(D),1388,(D),(L),566,(L),(D),415,185,(L),303,95,(D),1644,(D),0,(L),(NA),(D),(L),0,8567,0,6880,(D),(D),113,4987,(D),(D),0,417225,(D),(D),2987,(D),(D),(D),7103,(D),5165,1984,(D),(L),(L),(D),(D),(D),8269,13880,2075,4351,(D),(D),86736,3496,1886,81354,3538,77816
13035,"Butts, GA",5,2016,737077,23817,30948,325360,38004,22077,15927,139858,427214,106859,203004,235051,69445,53518,20864,399,20465,945,324415,232021,(D),(D),0,(D),117,(L),52,(L),(D),(D),8498,(D),8122,49398,(D),(L),(D),(L),(D),(D),(L),(L),(L),(L),(D),(D),(D),(D),(L),(L),(L),0,0,(L),(L),(L),66,(L),(D),29238,8234,(D),(D),2668,(D),1989,9662,(L),(D),1602,(D),(D),30145,(L),458,(L),27225,(D),162,(L),1700,(D),(D),(D),(L),(L),(D),(NA),(D),(L),(L),6255,0,3786,(D),(D),(L),8160,(D),(D),0,(D),(D),7686,(D),(D),(D),(D),5236,(D),8960,1884,3443,(D),(D),1125,9914,(D),(D),14116,4544,2182,(D),(D),92394,4103,1780,86511,37217,49294
13037,"Calhoun, GA",5,2016,169109,6324,26741,78069,6424,4058,2366,19021,90666,24361,54082,37495,13833,11467,26741,21420,5321,24983,53086,27852,(D),498,(L),(D),(D),(L),(D),(L),(D),(D),(D),(D),(D),(D),(L),(L),(L),0,(L),(L),(L),(L),(L),(L),(L),(L),(D),(D),(D),(D),(L),0,0,(L),(L),(L),(L),(L),4694,3134,(D),(D),(L),(L),(D),(D),392,(L),(L),(D),(L),89,(D),(L),203,0,472,(D),(L),0,(L),(L),(D),(L),(L),(L),(L),(NA),(L),(L),(L),(D),0,(D),(D),(D),(L),(D),(D),200,0,235,0,330,330,0,(D),(D),3841,(D),(L),(D),(D),(L),(L),(D),(D),(L),(D),1988,103,(D),(D),(D),25234,1278,394,23562,(D),(D)
13039,"Camden, GA",5,2016,1754653,53008,33102,1214048,136902,63574,73328,-52737,1024409,349786,380458,879836,302352,229024,31860,1855,30005,1970,1212078,488690,4961,(D),(D),(D),717,304,315,98,(D),34153,12574,3524,18055,76152,64240,(D),(L),(L),51,(L),(D),(L),(L),63029,(L),(D),11912,149,145,336,277,(L),(L),(D),(D),(D),4330,(D),25530,66916,10665,572,(D),5248,8509,3447,8200,1115,480,13289,385,(D),(D),(L),2237,(D),3748,366,164,(L),3067,(D),(D),5384,(L),(D),722,(NA),4106,(D),0,27132,0,22626,(D),3385,(D),8895,4149,4746,0,38026,7559,40750,(D),(D),1082,59077,34914,(D),(D),6847,911,111,(D),(D),38940,10345,28595,31112,5555,8007,16540,1010,723388,230055,363476,129857,7453,122404
13043,"Candler, GA",5,2016,307564,10910,28191,136249,16170,9856,6314,38038,158117,41743,107704,92809,28736,22422,14704,-1535,16239,46,136203,97772,2457,(D),(L),(D),151,65,65,(L),(D),12341,(D),(D),5182,5333,2156,(D),(D),(L),(D),(L),(L),(L),(L),(L),(L),(L),3177,(L),(D),(D),(L),0,0,(L),(D),74,188,(L),6043,14442,3876,(D),(D),(D),2718,1743,3142,(L),(D),672,(D),(D),(D),(L),193,0,(D),189,84,(L),138,(L),(D),5749,0,(D),(D),(NA),(D),0,0,(D),0,2437,(D),1303,138,(D),(D),316,0,5961,0,2179,2179,0,(D),(D),3317,90,6019,(D),(D),(D),(L),(D),(D),(D),9297,7285,(D),2227,3340,(D),38431,1343,895,36193,1620,34573
13045,"Carroll, GA",5,2016,4036920,116261,34723,2495736,279079,151956,127123,232905,2449562,667856,919502,1822304,472456,345333,200976,32106,168870,37100,2458636,1988910,(D),6063,(L),(D),(D),(L),(D),(D),25726,191074,43119,12806,135149,444828,293618,3227,1549,(D),55476,1298,(D),(D),68932,202,2763,(D),151210,66170,(L),(D),2138,(D),0,46978,4656,(D),2960,2266,85472,172811,32627,2756,3752,18882,26766,14062,11295,2310,2959,45249,6450,5703,60104,62,2650,(L),31651,(D),660,(L),5757,(D),13495,54582,(D),(D),(D),(NA),7469,(D),(D),48840,0,25313,3943,19132,452,38551,23787,14762,(L),(D),(D),92619,88926,3693,5730,414661,140565,(D),25687,(D),5419,561,(L),4810,83122,3128,79994,87527,21036,24315,37107,5069,469726,16561,9450,443715,211687,232028
13047,"Catoosa, GA",5,2016,2196637,66398,33083,795493,96419,58263,38156,724214,1423288,247900,525449,529265,138333,100177,127895,7007,120888,8312,787181,634941,(D),(L),0,(D),(D),(L),(L),(D),(D),64950,15838,1856,47256,83038,41924,(D),(D),(D),19736,298,105,(D),-120,(D),(D),(D),41114,(D),(D),27432,1957,0,0,(D),2117,(L),(D),(D),(D),117065,13071,5675,(D),13034,9083,8202,6474,3587,6172,32171,3947,(D),53157,(L),324,(L),38502,1058,(D),(L),2104,(D),(D),2523,408,(D),(D),(NA),1226,(D),0,27587,0,13135,1122,12873,457,20747,14831,5915,(L),19592,(D),(D),(D),0,997,80276,56914,(D),15824,(D),5990,(D),(L),(D),44986,2897,42089,56926,15758,20064,21049,55,152240,5817,5542,140881,7504,133377
13049,"Charlton, GA",5,2016,313787,12497,25109,117084,14072,8367,5705,82028,185040,37245,91502,79674,22184,16479,15226,5109,10117,5582,111502,84188,(D),6756,0,(D),(D),0,(D),0,(D),7087,(D),(D),4466,15494,6981,1570,(D),0,0,(D),0,0,0,0,(D),0,8513,(L),(L),(L),(D),0,0,(D),(L),(L),(L),(L),2491,4956,657,(D),(D),(D),(D),985,1151,(D),(L),(D),(L),(L),(D),(L),(L),0,(D),112,50,(L),82,(L),(L),(D),(D),0,0,(NA),(D),0,0,(D),0,1234,0,(D),(L),(D),(D),(L),0,959,(L),27827,(D),(D),(L),3252,(D),(L),(D),(D),509,0,(L),507,3089,(D),(D),5969,1024,(D),(D),337,27314,3787,842,22685,1340,21345
13051,"Chatham, GA",5,2016,12452599,289082,43076,10195458,1138944,584971,553973,-1535252,7521262,2593774,2337563,7614382,1862100,1308127,718976,1116,717860,1563,10193895,8348108,(D),2777,(D),(D),(D),551,(D),178,39729,431213,118769,32351,280093,1692798,1374533,6611,38746,(D),49133,28238,5347,4672,(D),1184851,8766,16885,318265,65245,5866,(D),5615,131,(D),(D),(D),(D),86784,(D),486987,673847,164244,23402,24261,65961,99473,45434,32968,59233,19186,99215,30370,10100,704893,(D),43622,8517,192673,21260,(D),10445,264298,28657,113132,97676,15302,19632,20084,(NA),36137,5365,1156,338765,0,164527,(D),103204,(D),228645,146131,(D),(D),437848,77201,493182,469388,23794,249412,1450312,688326,573537,81075,107374,76309,9949,8762,57598,581091,145586,435505,280615,102158,41435,122854,14168,1845787,272129,453004,1120654,405361,715293
13053,"Chattahoochee, GA",5,2016,359330,10922,32900,1366291,147403,47876,99527,-1106889,111999,211276,36055,979524,381585,282058,5182,1179,4003,1187,1365104,122399,(D),(L),0,(D),0,0,0,0,(D),3813,2252,(D),(D),(D),(D),139,(L),(L),(L),(L),(L),(L),(D),(L),(L),(D),539,(L),(L),63,51,0,0,58,(L),98,247,-54,290,2549,58,(L),(L),(L),(D),(D),(L),(D),(D),(D),353,98,(D),0,(L),0,(L),(D),(L),0,(L),(L),(L),(D),(L),(D),(L),(NA),55,0,0,(D),0,(D),(L),(L),(L),(D),(D),101,0,48021,0,31389,(D),(D),1870,2012,(D),(L),(L),(D),(D),(L),(L),(D),(D),(D),(D),(D),(D),(D),(D),(L),1242705,4205,1226421,12079,(D),(D)
13055,"Chattooga, GA",5,2016,715934,24824,28840,327787,40472,24043,16429,98464,385779,88339,241816,225473,68394,51965,33920,5585,28335,6392,321395,246850,4443,(D),(L),(D),127,54,55,(L),(D),15803,(D),(D),12801,128483,22349,(D),(D),(L),(D),(D),(L),(L),(D),(L),(D),(D),106134,(D),(L),(D),(D),(D),0,(L),(D),63,(D),(L),6702,22445,1980,(D),(D),1038,4625,2047,1538,249,(D),8919,(D),(D),(D),(L),(L),(L),(D),390,174,(L),285,(L),(L),532,0,0,(D),(NA),(D),0,0,5988,0,3113,(D),(D),(L),3015,(D),(D),0,5982,(L),5603,(D),(D),(D),(D),5074,(D),(D),1764,170,(D),(D),(D),5282,167,5115,16235,2763,5907,7319,246,74545,2632,1974,69939,19571,50368
13057,"Cherokee, GA",5,2016,11249864,241689,46547,4030015,435030,259739,175291,4853040,8448025,1345975,1455864,2548839,586279,410988,894897,5865,889032,8818,4021197,3458833,4514,(D),(D),3726,3592,90,(D),(D),6124,627779,213388,35633,378758,287324,192405,10207,11104,(D),52224,16733,5750,17701,(D),4403,9940,31337,94919,(D),(D),(D),11594,(D),0,4511,3639,(D),7431,27155,271160,350403,58545,16055,10713,35220,69289,18954,14505,14646,6276,68206,12069,25925,73893,(D),-385,(L),34851,(D),877,(L),10225,3780,22114,235194,9594,3540,(D),(NA),201550,(D),4914,137176,0,61987,(D),63310,(D),98032,67280,30748,(L),302247,4072,184846,172356,12490,45523,396970,208300,(D),(D),42093,35477,(D),(D),29746,156573,5448,151125,237934,64407,85150,80511,7866,562364,26651,20193,515520,20708,494812
13059,"Clarke, GA",5,2016,3873980,124707,31065,4598071,462394,241025,221369,-1922007,2213670,869839,790471,3400743,999245,777876,198083,-1973,200056,2893,4595178,2989390,(D),(D),(L),512,(D),116,(D),(L),(D),132892,45434,19985,67473,486880,186202,1344,19971,(L),20941,(D),(D),(D),(D),12377,9849,3246,300678,(D),(D),6318,(D),0,0,224,6402,(D),197858,(D),214212,294381,78779,33241,4407,12175,38286,30632,7593,17482,9665,44544,12871,4706,(D),(D),3685,0,24146,1424,(D),(L),16985,21486,(D),32996,9890,4486,(D),(NA),17903,(D),550,224866,0,31599,32693,159991,583,78458,55342,(D),(D),174486,24464,125340,123768,1572,19929,744857,414461,(D),(D),33456,21566,10919,472,10175,160559,15166,145393,148053,30763,41693,66588,9009,1605788,108722,18293,1478773,1188631,290142
13061,"Clay, GA",5,2016,97063,3020,32140,27336,3895,2456,1439,17089,40530,19955,36578,18864,6684,5245,1788,-1147,2935,156,27180,15199,(D),(D),(D),846,114,(L),(L),(L),(D),(D),(D),(L),(D),399,120,79,(L),(L),(L),0,(L),(L),(L),(L),(L),(L),279,(L),(L),(L),(L),0,0,(L),(L),56,139,(L),(D),1486,142,(L),(D),(L),(D),(D),(D),(L),(L),(D),69,125,(D),(L),141,0,279,(L),(L),0,(D),(L),(L),(L),0,0,(L),(NA),(L),0,0,(D),0,(D),(L),(D),(L),(D),(D),(L),0,(L),(L),134,134,0,57,3190,(D),(L),(D),222,(D),(L),(D),(L),102,(L),73,1526,(L),(D),(D),92,11981,4371,249,7361,472,6889
13063,"Clayton, GA",5,2016,7506876,279462,26862,9038484,971124,507520,463604,-3391596,4675764,906393,1924719,6995978,1727314,1263710,315192,-691,315883,-656,9039140,8010121,(D),(D),(L),(D),(D),(L),(D),(L),(D),302957,44170,41850,216937,306857,111957,922,35983,86,14377,23286,(D),(D),5813,(D),4304,11257,194900,40911,(D),(D),(D),0,0,11222,2520,(D),109330,28059,(D),437862,176577,8339,16271,35740,55542,20514,19611,17637,7260,59449,16154,4768,4413588,3510523,9541,(D),388986,32927,(D),(L),269724,121039,79355,49556,1168,(D),11724,(NA),19563,(D),-123,95054,0,62732,977,31239,106,108828,48490,(D),(D),102838,39227,373384,346369,27015,15385,542306,361500,101313,31463,48030,3764,1445,-661,2980,298223,34304,263919,264109,62924,105076,91307,4802,1029019,146949,28460,853610,160411,693199
13065,"Clinch, GA",5,2016,219119,6829,32087,156640,16322,9293,7029,-20285,120033,23553,75533,94613,26428,19399,35599,12841,22758,16354,140286,115099,11933,5223,(L),6726,0,0,0,0,(D),1591,146,(D),(D),58247,(D),(D),(L),54,(D),(L),(L),(L),(L),(L),(L),117,(D),112,110,254,210,(L),(L),289,105,490,1234,(D),4084,5992,797,(D),(L),(D),(D),(D),902,(L),(L),509,(D),575,(D),(L),1177,0,1147,87,(L),0,(D),108,157,2615,(D),0,(L),(NA),(D),(L),(L),(D),0,(D),(L),516,61,(D),(D),(D),(L),(D),(D),2609,2609,0,590,4089,(D),(L),1985,(D),(D),161,(L),(D),(D),(D),1982,4112,582,(D),(D),(D),25187,802,562,23823,1736,22087
13067,"Cobb, GA",5,2016,38385767,748150,51308,28492196,3162467,1662478,1499989,2358729,27688458,6326940,4370369,22032408,4308227,2808238,2151561,5792,2145769,8378,28483818,25975148,3199,(D),(L),(D),151921,61555,(D),(D),152400,2865912,912802,264127,1688983,1931336,1368554,45763,44118,(D),141338,51955,63749,237421,(D),700110,25442,46495,562782,99186,16134,(D),32253,274,(D),79934,78061,20142,164774,50220,2886937,1845953,454748,127029,49325,213817,222672,105705,121211,107560,54916,201279,65628,122063,650784,11441,24382,1222,220656,32668,(D),(D),94375,82029,172845,1230091,124633,325773,172356,(NA),400717,172298,34314,1815509,0,688666,(D),907332,(D),516078,403858,97956,14264,3840500,1687457,1777843,1707237,70606,224994,2600849,1600490,698523,128121,173715,148022,30476,2846,114700,830435,102664,727771,814928,225879,251968,307621,29460,2508670,253074,98216,2157380,467228,1690152
13069,"Coffee, GA",5,2016,1279376,43012,29745,864289,96630,51771,44859,-42052,725607,188998,364771,617565,171695,126836,75029,26032,48997,34507,829782,686050,21041,(D),(D),15607,723,308,316,99,3951,54256,30344,9467,14445,155680,103054,10856,6266,(D),21799,(D),(L),(L),(D),(D),59,458,52626,(D),(D),(D),(D),0,0,124,338,209,9325,508,37786,67806,14825,736,851,12205,5047,5411,4893,2346,645,15564,956,4327,84850,(L),8445,(L),28409,(D),209,(L),343,(D),46054,4510,(D),(D),(D),(NA),(D),(L),(L),18474,0,13223,524,4534,193,14007,7896,6110,(L),15464,3417,44684,44684,0,(D),(D),55866,(D),5269,4341,1944,(D),-105,(D),22201,1300,20901,28532,7495,7468,12778,791,143732,8537,3356,131839,44996,86843
13071,"Colquitt, GA",5,2016,1394353,45708,30506,771449,82586,47412,35174,85389,774252,205807,414294,523376,154541,119367,93532,26469,67063,48611,722838,519101,37592,(D),(D),22997,131,56,57,(L),(D),31646,9506,5380,16760,108178,30636,16616,(D),(D),6150,(D),75,(D),(D),(D),(D),(D),77542,(D),(D),(L),(D),(D),0,86,(D),148,371,(D),32997,67702,11718,717,1671,9973,7824,5769,2985,1534,402,16834,1579,6696,(D),(L),919,(L),12991,432,193,(L),3542,(L),(D),6157,(D),(D),(D),(NA),(D),0,0,29553,0,21241,3760,4378,174,7130,2593,4537,0,(D),(D),17522,(D),(D),478,77840,44878,(D),11970,(D),1996,(D),(D),1214,18516,1227,17289,36560,6816,10516,17215,2013,203737,8847,3767,191123,20186,170937
13073,"Columbia, GA",5,2016,6769192,147450,45908,2033250,225108,129838,95270,2903007,4711149,1055346,1002697,1362146,342186,246916,328918,929,327989,2353,2030897,1655513,(D),1366,(L),(D),(D),(L),(D),(L),(D),205810,59725,15179,130906,203553,169204,(D),3263,(D),31087,(D),91,121,-104,(D),15452,1725,34349,(D),(L),(D),(D),(D),(D),(L),6654,(L),1323,(L),50663,240053,75121,7710,3404,35833,32180,14555,10745,2065,2997,32236,10568,12639,(D),(L),1104,(L),9456,(D),199,(L),1244,754,(D),23494,1790,(D),(D),(NA),15124,2827,(L),80143,0,39502,24358,14908,1375,80110,46434,33672,(L),138298,23592,97485,89000,8485,19520,241594,184155,(D),24356,(D),10980,(D),-257,(D),78440,3353,75087,134287,36735,40567,50905,6080,375384,39115,12345,323924,25677,298247
13075,"Cook, GA",5,2016,467349,17167,27224,185832,21869,13123,8746,79275,243238,68530,155581,127643,41671,32925,16518,2048,14470,7617,178215,116179,(D),779,(L),(D),(D),(L),(L),(D),(D),16948,4540,3161,9247,23737,16673,932,(L),(L),13659,(D),(L),(L),391,(L),(L),(D),7064,(L),(D),(L),(D),0,0,52,(D),87,219,(D),4990,19008,3613,1220,(D),(D),3313,(D),1072,(D),(L),6507,561,1419,(D),(L),(L),0,2607,160,71,(L),354,(D),(L),913,(D),(L),(D),(NA),(D),(L),(L),4969,0,3137,(D),(D),76,559,(D),(D),0,3578,(D),(D),(D),0,(D),(D),6790,100,801,(D),(D),(D),0,(D),(D),(D),6424,9556,1783,(D),5358,(D),62036,1978,1430,58628,6170,52458
13077,"Coweta, GA",5,2016,5871893,140526,41785,2236319,259069,142735,116334,2172357,4149607,810698,911588,1633053,409099,292765,194167,-225,194392,3241,2233078,1876368,(D),(D),(L),(D),(D),148,(D),(L),46657,149216,47263,10895,91058,323259,239000,823,23093,(D),40097,10548,(D),(D),4807,102591,885,3566,84259,(D),(D),(D),(D),0,0,(D),966,(D),5619,33447,106159,210069,46582,4742,6295,17294,29849,13683,8214,7647,5659,37711,28500,3893,53606,(D),2435,(D),29738,2034,662,(L),13910,350,(D),46066,1505,3664,(D),(NA),42771,(D),-1008,58042,0,27658,3851,26133,400,48595,28573,(D),(D),78080,11626,106908,103245,3663,32013,392936,191450,163670,15151,22665,9687,(D),(D),7717,100720,5376,95344,99605,25457,21832,47322,4994,356710,21129,11777,323804,23184,300620
13079,"Crawford, GA",5,2016,397107,12322,32227,94128,10319,6874,3445,153260,237069,53739,106299,50695,15361,11916,28072,19328,8744,24639,69489,47029,(D),5524,(L),(D),(D),(L),(D),(L),68,9129,(D),(D),7087,1859,(D),(D),(D),(L),920,0,(L),(L),(L),0,(D),(D),(D),(L),(L),(L),(L),0,0,(L),(L),(L),(D),(L),1973,3372,(D),(L),(L),(D),1206,(D),505,(L),(L),(D),66,(D),2751,(L),(L),0,(D),133,60,(L),97,(D),(D),(D),(D),0,0,(NA),0,0,0,640,0,(D),0,(D),(L),(L),(L),(L),0,4479,(L),1348,(D),(D),(L),6442,(D),93,(D),1391,(L),0,(L),0,575,(L),566,5442,587,(D),(D),(D),22460,498,1023,20939,943,19996
13081,"Crisp, GA",5,2016,643355,22721,28315,416433,48472,26882,21590,-48170,319791,108255,215309,305299,82735,61145,28399,4948,23451,9568,406865,326590,(D),(D),(L),5053,(D),0,0,(D),(L),10156,(D),(D),8913,51473,38785,(D),1483,(D),3400,(D),-177,-155,(D),-217,-111,-87,12688,(D),(L),(L),(L),0,0,111,(D),188,(D),(D),37237,35054,3722,947,1225,7939,4185,2105,2281,1359,(D),9986,(D),(D),23045,(D),1406,(L),13861,(D),90,(L),4562,-125,2990,1328,(D),(D),(D),(NA),(D),-152,-153,17709,0,7633,1363,8506,207,4588,3464,1124,0,(D),(D),9619,(D),(D),(D),(D),45527,(D),5424,1866,(D),(L),(L),(D),(D),(D),18358,19227,6032,5033,(D),(D),80275,4221,1876,74178,10865,63313
13083,"Dade, GA",5,2016,506913,16257,31181,195739,23870,14702,9168,124736,296605,71055,139253,125007,34395,25227,36337,4813,31524,5403,190336,159906,(D),631,(L),(D),466,199,203,64,(D),(D),(D),(D),13841,37808,19625,331,(D),(D),9413,(L),(L),(L),(L),(D),(D),145,18183,52,(D),(D),(D),(L),(D),136,(D),230,580,(D),2973,11814,633,293,(L),561,4335,905,2601,(D),(D),1244,(D),884,(D),(L),(L),(L),(D),208,93,(L),(D),(D),71,2859,(D),(D),(L),(NA),(D),0,0,5792,0,4185,(D),(D),157,3434,(D),(D),0,7450,0,1749,(D),(D),21396,15506,10695,155,(D),(D),(D),52,-85,(D),(D),(D),6428,17331,6252,(D),4782,(D),30430,1576,1285,27569,1264,26305
13085,"Dawson, GA",5,2016,940044,23604,39826,416797,46548,27242,19306,243457,613706,149814,176524,271807,68302,48996,76688,9926,66762,10832,405965,341156,1570,(D),(D),(D),610,260,266,84,(D),31175,8594,2709,19872,52994,22697,72,1453,60,19613,(L),(L),(L),(D),(L),(D),(D),30297,(D),(D),(L),(L),0,0,(L),(D),50,(D),(D),12874,97174,10652,3711,(D),6775,11060,5742,2896,33312,1357,10850,(D),6130,(D),(L),415,0,2401,(D),77,(L),1150,-86,-251,1899,(D),(D),(L),(NA),(D),(L),(D),12799,0,7615,796,4203,185,12770,(D),(D),(L),(D),(D),12332,10694,1638,407,31746,26948,64,(D),(D),3862,(D),-436,(D),26787,3879,22908,25564,6801,10632,8076,55,64809,2931,1973,59905,6496,53409
13087,"Decatur, GA",5,2016,925172,26822,34493,486317,48543,28292,20251,68248,506022,159486,259664,305482,93081,72830,87754,51254,36500,61731,424586,291007,(D),2831,(D),12650,(D),(L),(D),(L),(D),22687,7367,905,14415,38874,21746,(D),(D),(L),4755,(D),(D),(L),(D),(L),(D),(D),17128,7951,(D),(L),(L),0,0,53,(D),(D),4636,-50,29984,42259,7443,890,(D),5184,5214,3953,2807,1389,630,11115,1408,(D),(D),(L),1394,0,6085,115,(D),(L),785,(L),(D),3276,(D),0,(D),(NA),1700,0,0,20931,0,15252,936,4620,123,8483,5322,3161,0,12197,3808,6933,(D),(D),(D),(D),20933,(D),3801,(D),679,(L),(L),697,10757,1440,9317,21264,5343,6458,8713,750,133579,3873,2175,127531,29603,97928
