GeoFIPS,GeoName,Region,Year,Personal income (thousands of dollars),Population (persons) 2/,Per capita personal income (dollars),Earnings by place of work,Less: Contributions for government social insurance 3/,Employee and self-employed contributions for government social insurance,Employer contributions for government social insurance,Plus: Adjustment for residence 4/,Equals: Net earnings by place of residence,"Plus: Dividends, interest, and rent 5/",Plus: Personal current transfer receipts,Wages and salaries,Supplements to wages and salaries,Employer contributions for employee pension and insurance funds 6/,Proprietors' income 7/,Farm proprietors' income,Nonfarm proprietors' income,Farm earnings,Nonfarm earnings,Private nonfarm earnings,"Forestry, fishing, and related activities",Forestry and logging,"Fishing, hunting and trapping",Support activities for agriculture and forestry,"Mining, quarrying, and oil and gas extraction",Oil and gas extraction,Mining (except oil and gas),Support activities for mining,Utilities,Construction,Construction of buildings,Heavy and civil engineering construction,Specialty trade contractors,Manufacturing,Durable goods manufacturing,Wood product manufacturing,Nonmetallic mineral product manufacturing,Primary metal manufacturing,Fabricated metal product manufacturing,Machinery manufacturing,Computer and electronic product manufacturing,"Electrical equipment, appliance, and component manufacturing","Motor vehicles, bodies and trailers, and parts manufacturing",Other transportation equipment manufacturing,Furniture and related product manufacturing,Miscellaneous manufacturing,Nondurable goods manufacturing,Food manufacturing,Beverage and tobacco product manufacturing,Textile mills,Textile product mills,Apparel manufacturing,Leather and allied product manufacturing,Paper manufacturing,Printing and related support activities,Petroleum and coal products manufacturing,Chemical manufacturing,Plastics and rubber products manufacturing,Wholesale trade,Retail trade,Motor vehicle and parts dealers,Furniture and home furnishings stores,Electronics and appliance stores,Building material and garden equipment and supplies dealers,Food and beverage stores,Health and personal care stores,Gasoline stations,Clothing and clothing accessories stores,"Sporting goods, hobby, musical instrument, and book stores",General merchandise stores,Miscellaneous store retailers,Nonstore retailers,Transportation and warehousing,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Scenic and sightseeing transportation,Support activities for transportation,Couriers and messengers,Warehousing and storage,Information,Publishing industries (except Internet),Motion picture and sound recording industries,Broadcasting (except Internet),Internet publishing and broadcasting 8/,Telecommunications,"Data processing, hosting, and related services",Other information services 8/,Finance and insurance,Monetary Authorities-central bank,Credit intermediation and related activities,"Securities, commodity contracts, and other financial investments and related activities",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Real estate and rental and leasing,Real estate,Rental and leasing services,Lessors of nonfinancial intangible assets (except copyrighted works),"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and support and waste management and remediation services,Administrative and support services,Waste management and remediation services,Educational services,Health care and social assistance,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries","Museums, historical sites, and similar institutions","Amusement, gambling, and recreation industries",Accommodation and food services,Accommodation,Food services and drinking places,Other services (except government and government enterprises),Repair and maintenance,Personal and laundry services,"Religious, grantmaking, civic, professional, and similar organizations",Private households,Government and government enterprises,Federal civilian,Military,State and local,State government,Local government
01073,"Jefferson, AL",5,2016,32571200,659521,49386,27538598,3125868,1729641,1396227,-4266166,20146564,6523953,5900683,19609219,4409053,3012826,3520326,2153,3518173,3060,27535538,23140231,4305,(D),(L),(D),99398,(D),43879,(D),712499,1833875,619189,242549,972137,1847026,1301271,8778,61324,490678,253013,105351,25583,64466,(D),(D),33385,122239,545755,126909,132981,(D),2615,1093,(D),(D),75844,65122,46024,84274,1819478,1407283,334852,44566,63022,111695,155290,139083,62335,99453,54363,247331,66065,29228,869858,19182,142776,(D),390128,24963,(D),(D),54319,(D),115171,542207,105866,17330,70125,(NA),322873,23960,2053,2490450,(D),1105902,339064,1037939,(D),505397,384189,116754,4454,2502224,808983,889849,826193,63656,291451,4648204,2746202,1444306,240688,217008,136900,43097,15587,78216,761422,108244,653178,969422,350487,221250,369135,28550,4395307,853112,131839,3410356,1691906,1718450
06019,"Fresno, CA",8,2016,39295335,979915,40101,25752788,2660276,1403381,1256895,-173532,22918980,6778993,9597362,17025205,5107632,3850737,3619951,980468,2639483,1462560,24290228,18408972,1341099,24942,-113,1316270,51160,(D),21282,(D),374351,1432452,368180,187463,876809,1626799,558011,46799,56277,(D),114630,145758,69498,4211,(D),2898,17009,55429,1068788,692212,136873,(D),4256,(D),(D),71368,31864,(D),69914,39823,1207751,1769473,349697,49204,83333,117635,349067,149850,116751,87020,37470,259624,104815,65007,917101,49934,(D),80,473442,64286,6072,(D),118071,(D),74607,403775,29984,8327,224208,(NA),122224,(D),(D),878536,0,299813,66213,509158,3352,455076,385508,(D),(D),1058840,187373,870551,792156,78395,174716,3684575,1715984,1136265,323621,508705,125639,43837,8503,73299,771874,68199,703675,1077831,368817,311276,342731,55007,5881256,888957,66925,4925374,1085116,3840258
06027,"Inyo, CA",8,2016,1001021,18144,55171,694872,59813,37933,21880,-33637,601422,182638,216961,345905,134037,112157,214930,1575,213355,2840,692032,441530,(D),235,(D),1203,(D),(D),(D),(D),30941,30896,8503,4708,17685,143952,2828,(D),409,(L),(D),(D),(D),(L),(L),(L),(D),(D),141124,43080,73541,411,452,19527,(L),699,(D),407,970,(D),7891,45970,5999,1248,(D),5688,10529,3278,5141,713,2935,(D),3097,4114,6756,(L),0,0,948,65,(L),(D),(D),5589,(L),11626,(D),(D),(D),(NA),(D),(L),(L),5712,0,2957,(D),(D),(L),5542,4886,652,(L),13359,(D),(D),6631,(D),1530,32098,21032,438,(D),(D),4289,(D),(D),3238,49386,27422,21964,25270,9309,6539,7641,1781,250502,26745,816,222941,29968,192973
06029,"Kern, CA",8,2016,33368619,884788,37714,23614494,2343529,1244381,1099148,-39385,21231580,5257890,6879149,15464160,4706198,3607050,3444136,1009884,2434252,1648447,21966047,15874027,1455304,(D),(D),1443281,1601328,1102376,89009,409943,188701,1282338,226096,345861,710381,1117117,413141,4246,62335,4361,84752,56133,80095,(D),(D),(D),13656,24814,703976,350477,18503,(D),1600,(D),(D),(D),7727,223632,65575,32605,777631,1585305,291397,41110,50683,102983,293565,128970,173622,80909,28506,228066,106236,59258,871684,12074,48796,(D),445918,47674,48435,(D),136312,(D),83382,176909,26371,5372,74813,(NA),69457,(D),(D),477651,0,166882,35817,270231,4721,329890,242152,87456,282,952174,345102,818851,675128,143723,66803,2052919,1016950,651551,155133,229285,87084,27025,1850,58209,601530,66927,534603,1085706,442396,353010,245167,45133,6092020,1252573,304480,4534967,928609,3606358
06037,"Los Angeles, CA",8,2016,563907868,10137915,55624,413855996,42999907,23538439,19461468,-23206730,347649359,119556711,96701798,283662400,67234726,47773258,62958870,-4152,62963022,129009,413726987,351017344,105222,6708,3915,94599,1254463,1076252,11489,166722,2018952,14609795,4289327,1479067,8841401,32500170,21242965,159588,398966,449446,3217291,1331553,6649830,908632,571852,4849018,841267,1865522,11257205,2686344,662880,263173,245990,1966708,94880,578345,901442,1103006,1925020,829417,20785393,23127358,3654280,784866,1064561,1218565,4291835,1888186,1598689,2152828,564335,2431150,1864091,1613972,16404641,2972967,343658,315703,4118024,1177773,97345,40215,4680521,1511609,1146826,37954672,3038291,17513145,11567885,(NA),2920826,1032312,1882213,22027614,(D),7039820,7026555,7718974,(D),17601625,15923317,1545861,132447,44715693,7558869,16389364,15611905,777459,8343082,40609257,18775928,11125982,3827426,6879921,14318105,12149933,309667,1858505,14313178,2533755,11779423,16379891,4903653,5582600,4334145,1559493,62709643,5608208,751964,56349471,8924337,47425134
06039,"Madera, CA",8,2016,5805622,154697,37529,3887352,336863,184863,152000,44931,3595420,952034,1258168,2114321,681787,529787,1091244,695685,395559,813584,3073768,2217425,(D),(D),(L),344189,(D),0,(D),(D),41234,173479,47210,19467,106802,270995,158001,(D),64082,(D),12971,52316,(D),(D),6284,(D),4391,2858,112994,42115,22709,53,58,(D),(L),(D),2212,179,(D),22794,71135,180235,27404,3050,5007,20097,46384,15273,17525,6508,4806,14694,10953,8534,85639,2004,(L),(L),52179,8813,110,(D),15478,(D),(D),32530,1689,(D),(D),(NA),26983,(L),(D),35617,0,15432,(D),18624,(D),42992,38996,(D),(D),50659,27657,70096,61669,8427,3620,533759,142705,(D),(D),49832,9582,2151,288,7143,89144,20227,68917,140393,53014,33340,36208,17831,856343,26439,6779,823125,248314,574811
06059,"Orange, CA",8,2016,196920661,3172532,62071,143642023,15507207,8228395,7278812,1969900,130104716,44659931,22156014,102237915,22769024,15490212,18635084,-8482,18643566,35750,143606273,127632509,42096,(D),(D),41425,155229,125265,3602,26362,662483,10767164,2940344,1280324,6546496,15219339,11833392,81316,94281,104389,1680495,879971,4462204,423621,180300,1514733,286444,2125638,3385947,472660,289590,37000,82315,357009,12379,252939,500224,54422,756773,570636,10260756,8125524,1488075,302088,416291,543738,1395221,704976,483325,539069,204256,1014797,540317,493371,1997733,96594,(D),35506,552702,219895,(D),14659,337502,(D),319389,3682284,1381132,141152,493927,(NA),921065,315952,429056,11716280,(D),5115957,2377310,4029532,(D),7228873,6652424,496759,79690,17958633,3998876,8320180,7992882,327298,1589207,12730116,7441820,2674375,1288269,1325652,2373329,711242,29049,1633038,5797161,1336888,4460273,5007246,1899268,1578221,1204964,324793,15973764,1256333,182535,14534896,3100969,11433927
06065,"Riverside, CA",8,2016,87827068,2387741,36782,48245272,5232098,2880989,2351109,12967784,55980958,14305157,17540953,32651717,9509069,7157960,6084486,122683,5961803,312413,47932859,35929071,232600,(D),(L),(D),143099,107182,15149,20768,202757,5142234,1072925,845619,3223690,3072213,2101920,120477,168326,80904,477232,215099,250212,74533,(D),(D),105622,375486,970293,186405,148238,(D),20790,19250,(D),67915,55661,31372,182925,256784,2019118,4060673,807395,142537,119919,346779,800114,297013,236380,273943,74316,605742,224440,132095,2489673,49946,101472,(L),833888,138493,7651,2607,237684,110191,1007704,606559,52931,49086,177419,(NA),264422,40759,21942,1147737,0,512575,107338,522510,5314,997692,819523,176173,1996,1940266,283294,2375084,2248950,126134,369400,5337082,2619154,1480934,571111,665883,547897,136709,25862,385326,2312581,529188,1783393,2649112,938297,846239,665542,199034,12003788,803913,144251,11055624,1237510,9818114
06067,"Sacramento, CA",8,2016,72878458,1514460,48122,57172654,5564468,2961142,2603326,-5705035,45903151,12055171,14920136,40009700,12301682,9698356,4861272,28387,4832885,81343,57091311,36379442,48799,244,(D),(D),28835,(D),(D),6544,325419,3364249,771727,369452,2223070,1946821,1350670,76720,56511,1696,151839,69143,370645,70836,19819,292099,51091,190271,596151,183563,63566,(D),4695,976,(D),69746,78596,(D),128881,37963,1478924,3005940,609388,85078,147501,234635,579473,195977,167546,150412,73936,457964,202286,101744,1205188,75139,31535,(L),501816,153453,(D),(D),181610,159162,97826,851621,132390,20955,185945,(NA),351781,134733,25817,2867316,0,659333,363994,1841198,2791,895683,798083,95516,2084,5502886,986195,2518805,2402399,116406,532199,6676068,3527936,1752575,482317,913240,386206,189442,15307,181457,1550678,193718,1356960,2207610,648262,631216,824666,103466,20711869,1162502,162319,19387048,13215963,6171085
06071,"San Bernardino, CA",8,2016,78830801,2140096,36835,51149863,5632946,2977075,2655871,4050637,49567554,12141980,17121267,35711971,10320315,7664444,5117577,23172,5094405,72543,51077320,38577512,20432,1310,(L),19126,55332,(D),44930,(D),548907,3333340,739662,497492,2096186,4054586,2578652,99721,335161,287886,544712,287240,120513,152410,(D),(D),189542,207028,1475934,438570,111171,(D),16489,8624,6026,128307,85157,(D),248893,396047,3167556,3860375,831620,109738,122360,268832,664168,279248,247249,244106,90837,634434,197837,169946,4564883,65362,(D),(D),1796555,203302,31423,(D),391560,546049,1234684,545912,65066,31577,198879,(NA),236890,11011,2489,1348784,(D),740759,55892,548255,(D),824679,668724,(D),(D),1904326,581745,2392124,2258452,133672,614957,6403340,3152832,1982001,534525,733982,292447,99299,4783,188365,1710868,177197,1533671,2352919,929838,699336,591687,132058,12499808,1363444,1508318,9628046,1303120,8324926
06073,"San Diego, CA",8,2016,183032418,3317749,55168,132432266,14233944,7339860,6894084,-2255423,115942899,40520856,26568663,94915841,24528357,17634273,12988068,-7275,12995343,239974,132192292,99550460,70790,(D),(D),62785,29264,(D),20553,(D),990943,6864857,1776888,720930,4367039,11309616,8984254,33267,112744,54182,469629,949299,3769018,193642,59333,2039702,121853,1181585,2325362,288332,200826,13747,33232,74644,8395,67983,173660,24341,1237346,202856,4916111,6694636,1220195,279583,331920,464302,1231627,487105,309905,496791,198701,935870,397823,340814,1758840,158142,(D),(D),501916,303352,5569,34384,351735,261483,115690,4458616,992423,141070,1963573,(NA),907708,257380,196462,5590098,(D),2023040,1328560,2178042,(D),4138855,3742482,372333,24040,18876348,2766486,5385756,5102269,283487,2001811,11580748,7125777,1871967,1229290,1353714,1957126,1062369,184877,709880,5474215,1488325,3985890,4685344,1445625,1608644,1270516,360559,32641832,5599438,8715180,18327214,4882115,13445099
06077,"San Joaquin, CA",8,2016,29684494,733709,40458,17159787,1834890,982234,852656,2503431,17828328,4686925,7169241,11567675,3366723,2514067,2225389,373654,1851735,640676,16519111,12723615,363145,(D),(L),(D),11902,(D),8707,(D),201212,994894,223356,126070,645468,1392587,602946,68047,120921,15717,203147,37247,18704,(D),(D),30243,45404,16991,789641,393550,164129,(D),1168,(D),(D),72104,21790,(D),57124,66999,991003,1206536,236905,22596,34797,102195,216540,100212,87395,52845,28663,213661,72631,38096,1672271,(D),(D),(D),688285,71381,7446,728,125749,53532,655498,164325,28351,19192,(D),(NA),68650,(L),(D),438094,0,163379,(D),244858,(D),320806,273572,(D),(D),518327,195828,586864,548350,38514,239853,2082338,1025517,552128,255436,249257,97203,18689,2412,76102,514789,48833,465956,731638,307606,213639,184457,25936,3795496,297137,40146,3458213,598847,2859366
06083,"Santa Barbara, CA",8,2016,25007127,446170,56048,16732930,1679695,909215,770480,-861725,14191510,7560292,3255325,10835080,2932299,2161819,2965551,335405,2630146,701985,16030945,12541861,440360,7007,(L),433389,167720,99723,37138,30859,45704,861173,258492,87252,515429,1272519,1022059,3179,7100,(D),75521,66079,440346,37599,(D),178325,22572,169863,250460,31596,88922,(D),1952,1471,(D),2882,14441,5601,89744,6107,577461,992463,143458,32119,40116,117306,216383,67694,71773,66830,25958,101986,67956,40884,220742,10865,4521,(L),90120,31438,2672,3317,27363,34887,15557,626467,324431,13746,126285,(NA),37552,80592,43861,426870,(D),159369,121236,142236,(D),652175,607386,(D),(D),1612053,295368,549463,506687,42776,198324,1843485,902762,528656,183979,228088,190667,92284,26531,71852,926800,260664,666136,642047,197489,189964,169529,85065,3489084,373842,260757,2854485,(D),(D)
06099,"Stanislaus, CA",8,2016,22365699,541560,41299,13459878,1415504,762866,652638,1820055,13864429,3592918,4908352,8878429,2490542,1837904,2090907,640017,1450890,916733,12543145,10045542,294732,(D),(D),289119,1430,128,(D),(D),(D),842273,208663,105021,528589,1741702,467979,35017,82246,6906,159336,84014,12369,(D),(D),1484,22398,18590,1273723,604022,456704,(D),2591,5708,(D),90360,26722,15259,25971,44958,(D),1007452,189954,28753,37951,107342,188278,82660,59918,53177,25216,155995,52578,25630,645283,13014,13078,(D),273186,89604,376,362,54306,(D),167408,96924,11311,6460,35761,(NA),40484,(D),(D),281315,0,141107,(D),103492,(D),266149,230385,35127,637,463198,151898,396389,353912,42477,72048,2155933,1160635,607948,181754,205596,82399,(D),(D),61227,436828,31970,404858,496356,191672,142661,131636,30387,2497603,80026,25026,2392551,170654,2221897
06107,"Tulare, CA",8,2016,17366455,460437,37717,10628145,1015512,540818,474694,773064,10385697,2652782,4327976,6562354,2104841,1630147,1960950,871987,1088963,1277012,9351133,6658015,1005702,(D),(D),979415,5094,(D),(D),(D),110054,452884,97631,55781,299472,882376,195243,25111,10898,15327,53058,49359,27007,(D),4250,(D),3884,4788,687133,481649,9572,(D),(D),(D),0,66085,33117,3933,21346,66258,365031,720410,116197,16894,17776,51936,132756,52573,50225,41443,68329,121169,32986,18126,437713,3924,(D),(L),190944,38502,215,(D),31816,(D),128187,92184,50084,4578,10060,(NA),27463,0,(L),228589,0,95594,18391,113616,988,163584,140652,22797,135,243697,60196,374731,359094,15637,49297,744541,470342,(D),(D),135194,27542,5622,4203,17717,289162,31594,257568,405228,153046,99406,115731,37045,2693118,91582,21128,2580408,150568,2429840
06111,"Ventura, CA",8,2016,47397620,849738,55779,27543666,2896451,1573474,1322977,6932119,31579334,9398112,6420174,18757032,4793330,3470353,3993304,411899,3581405,932522,26611144,21726733,332147,(D),(D),329076,185379,150738,9776,24865,157053,1543984,422114,127837,994033,3960369,1702939,16584,72583,16901,264602,287872,681554,119865,24527,80682,33875,103894,2257430,124088,82069,(D),6672,28264,658,81519,60234,(D),1832879,39632,1500246,2054780,413956,52703,107716,159172,392265,135827,147401,145662,51993,198649,136480,112956,377346,16091,4573,(D),123849,52792,(D),4798,57836,62069,52906,736017,121364,57985,297118,(NA),179033,68871,11646,1541841,0,814394,162494,560796,4157,739142,630856,(D),(D),2077933,218747,1212735,1161631,51104,317444,2562484,1378250,603325,239684,341225,279093,116232,2810,160051,868226,105723,762503,1061767,401707,333176,250609,76275,4884411,923728,385836,3574847,221450,3353397
08045,"Garfield, CO",7,2016,3252159,58887,55227,1798637,192775,96435,96340,-10279,1595583,1313082,343494,1289557,282124,185784,226956,-10828,237784,-4040,1802677,1476974,2007,(D),0,(D),140902,97147,3101,40654,38421,293451,54811,35939,202701,29184,14060,2236,(D),0,3124,0,(D),0,(D),0,1682,1272,15124,1134,(D),0,(D),0,0,(L),1143,60,(D),(L),49559,137383,38498,8385,1545,13836,24890,3511,9589,2521,4028,20018,7447,3115,59466,(D),210,(L),20452,(D),15802,(D),8093,(D),1877,7993,2369,616,1159,(NA),3427,(D),(D),47311,0,24067,8770,14470,(L),64627,37808,26853,(L),117467,7110,65567,51740,13827,20678,211223,77138,(D),19938,(D),16052,3537,(L),12514,89088,28370,60718,79485,27026,23860,26644,1955,325703,25535,4610,295558,37532,258026
08081,"Moffat, CO",7,2016,514447,13109,39244,336376,35795,18603,17192,28644,329225,84326,100896,235772,60862,43670,39742,-3333,43075,-504,336880,272304,1204,(L),0,1203,49115,2818,45490,807,(D),18341,3347,6278,8716,4296,1592,(D),(D),(L),(D),(L),(L),(L),(D),(L),(L),(D),2704,1464,(D),(D),0,0,0,(L),(D),(D),537,(L),10733,25902,7573,488,394,(D),4950,(D),1353,(D),393,(D),661,(D),(D),(L),523,(L),5409,796,(D),59,2643,(D),(D),2784,(D),(D),(D),(NA),1790,0,(L),4880,0,1578,166,3551,-415,3870,(D),(D),(L),(D),(D),4822,3418,1404,192,38641,11795,(D),3850,(D),1646,(D),(D),889,9951,3044,6907,13153,4415,2397,5420,921,64576,13786,1034,49756,11622,38134
08103,"Rio Blanco, CO",7,2016,258413,6545,39483,192792,18681,9631,9050,-13700,160411,50558,47444,142619,37002,27952,13171,-2859,16030,1135,191657,123332,(D),65,(L),(D),50650,(D),(D),10924,(D),15948,(D),(D),10116,3947,3166,(L),(D),0,(D),0,0,0,0,0,0,(D),781,(L),(L),0,0,0,0,(L),(L),56,684,(L),(D),5731,1102,(L),(L),1190,1741,(D),842,(L),(D),(D),(D),(D),7669,(L),0,(L),3036,64,(D),(L),(D),(L),(L),(D),(D),(L),(L),(NA),(D),0,(L),2804,0,1821,(D),(D),(L),2109,(D),(D),(L),2833,0,6795,(D),(D),54,(D),(D),100,(L),(D),1001,(L),(D),(D),5462,3064,2398,6058,2497,(D),(D),(D),68325,6651,496,61178,11924,49254
09003,"Hartford, CT",1,2016,53426443,892389,59869,48282188,5118143,2602267,2515876,-7042289,36121756,8607772,8696915,35302304,7976000,5460124,5003884,-75,5003959,32207,48249981,41427918,7218,(D),341,(D),12561,7185,(D),(D),198364,2136825,354380,245209,1537236,5467581,4674506,(D),31429,59831,1196583,509313,191311,251216,(D),2077044,125746,93447,793075,136674,54586,(D),5621,(D),(D),79676,145821,20285,263644,77683,2038046,2137223,371299,103098,97986,190607,415309,192350,73283,173562,67889,236680,98290,116870,1067992,40650,8771,7409,191437,234076,(D),(D),101133,(D),313592,1404576,281385,41314,728736,(NA),240288,83878,28975,8498298,0,683454,1374464,6427602,12778,1562351,1399100,161167,2084,4580889,1531782,1577644,1447740,129904,709125,5644829,2902743,1363958,790018,588110,229396,79410,23982,126004,1172635,198252,974383,1450583,471481,485421,445647,48034,6822063,586489,61065,6174509,3090082,3084427
09005,"Litchfield, CT",1,2016,10875467,182571,59568,5066957,515254,285706,229548,2459856,7011559,2287527,1576381,2911481,774767,545219,1380709,-9554,1390263,4721,5062236,4387107,(D),(D),1724,(D),11008,2955,7538,515,(D),(D),147294,(D),516055,(D),548788,6559,15397,(D),(D),(D),50885,103565,(D),(D),12109,(D),(D),(D),11371,(D),24454,60,581,(D),(D),(D),(D),47530,(D),509551,106666,(D),7422,50061,117554,24553,(D),(D),(D),(D),29221,61256,82594,(L),(D),373,(D),(D),(L),(D),(D),(D),7597,49427,11675,(D),2386,(NA),15999,(D),9161,113657,0,(D),(D),36363,(D),94851,82513,(D),(D),272547,60256,167578,151674,15904,164027,581204,(D),111241,(D),53271,199898,164335,(D),(D),151672,29088,122584,248175,91542,82547,57636,16450,675129,37482,11264,626383,(D),(D)
09009,"New Haven, CT",1,2016,45073865,856875,52603,30036770,3302578,1669511,1633067,1717506,28451698,8002336,8619831,21310836,5180020,3546953,3545914,-448,3546362,28601,30008169,25473015,16786,(D),(D),10586,20438,344,20034,60,235446,1822778,342696,198455,1281627,2612587,2007519,(D),54478,167714,563502,217545,330949,122758,(D),88995,33540,351413,605068,128901,6083,19867,21950,3722,(D),35212,83733,(D),214053,71668,1639042,1954349,352637,60032,78574,158481,377587,147728,87667,156310,55146,207735,99227,173225,634845,28615,(D),(D),160998,154086,(D),4501,70085,(D),75861,420326,94991,16421,25089,(NA),234599,17775,31451,1244157,0,(D),(D),616947,(D),710819,503340,(D),(D),2616054,882085,1272324,1165001,107323,2643685,4659788,2025341,1435625,733966,464856,206124,91289,5717,109118,788860,96181,692679,1092522,323124,361825,346064,61509,4535154,642803,76772,3815579,1133135,2682444
11001,"District of Columbia, DC",2,2016,51842801,681170,76108,95214127,10100059,4954424,5145635,-49422205,35691863,9557084,6593854,69752657,18744825,13599190,6716645,0,6716645,0,95214127,58002495,1371,822,(L),542,29727,18572,353,10802,325936,1373411,478022,255305,640084,162751,81606,393,22167,(D),6613,(D),(D),(D),0,749,(D),12744,81145,10796,(D),618,1131,964,(L),(D),25760,96,36838,(D),720784,1030420,9808,41759,55695,94956,276942,146982,17230,103427,36635,111736,72440,62810,570957,37301,253646,(D),53211,95174,(D),32184,28509,(D),(D),2544512,703976,106328,770258,(NA),322552,70753,570645,2995452,(D),1238320,1068230,658026,(D),1613933,1570843,42708,382,22816806,586993,2912427,2884998,27429,3663366,5437465,1623268,2718691,341924,753582,566751,415088,56892,94771,2803191,984756,1818435,7846242,50821,567952,7157289,70180,37211632,31394069,1351418,4466145,0,4466145
12129,"Wakulla, FL",5,2016,1033778,31893,32414,312494,38633,23676,14957,388192,662053,143049,228676,212031,62439,47482,38024,-219,38243,-88,312582,211883,2920,(D),(D),1865,(L),(L),(L),(L),3333,29272,9032,1913,18327,52442,5131,(D),(D),(L),(D),(D),(D),(L),(D),(L),(L),(D),47311,(D),0,(L),(L),(L),(L),(L),(L),(D),(D),(L),2756,22506,2251,(D),131,1210,3981,2000,2108,(D),424,(D),349,(D),4545,(L),(L),(L),3086,(D),(D),(L),(D),(D),0,(D),(D),(L),454,(NA),(D),(L),(L),4445,0,2775,(D),(D),82,2680,2305,308,67,23695,(D),(D),12087,(D),1050,15886,7354,(L),(D),(D),1800,(L),(L),1843,12522,(D),(D),18157,4474,5297,8386,0,100699,7730,1594,91375,36849,54526
13089,"DeKalb, GA",5,2016,33643924,740321,45445,23600570,2640906,1380455,1260451,1611021,22570685,6203178,4870061,17975908,3936593,2676142,1688069,435,1687634,607,23599963,20119331,(D),175,(D),(D),(D),18919,(D),6100,280057,1090621,314417,50562,725642,1086088,480081,60665,38033,2377,66636,73414,17022,63119,9354,64719,16603,68139,606007,191413,32950,(D),5961,1006,(D),55333,96355,(D),72447,146464,1431414,1482390,248741,28945,357875,69682,240628,96009,46492,78299,24399,204846,44660,41814,954674,8005,15157,(D),537985,23695,(D),(D),48371,193559,123317,1290592,330574,94149,106630,(NA),608639,106459,44141,1449146,0,256989,(D),1015422,(D),484919,346638,136307,1974,2052406,913755,1092373,1059005,33368,2044426,2888512,1457252,996834,164910,269516,137159,34522,8460,94177,594048,67282,526766,795935,189912,233705,346097,26221,3480632,1312239,73916,2094477,510571,1583906
13215,"Muscogee, GA",5,2016,8021898,197485,40620,6160344,682756,352781,329975,-1314748,4162840,1992130,1866928,4658006,1235007,905032,267331,782,266549,791,6159553,4579984,(D),3385,(L),(D),(D),(L),(D),(L),31056,190979,38307,50583,102089,454388,339789,9408,7816,(D),24138,(D),(D),82469,(D),(D),5105,5753,114599,47121,200,21361,968,(D),(L),(D),16404,235,18681,4439,213803,364952,76572,9423,14692,25342,47050,25953,12977,23786,13904,82733,17385,15135,104136,(D),17209,(L),34252,1894,(D),(L),4802,(D),30435,70768,8280,(D),18206,(NA),28156,(D),(D),1018946,0,572494,46708,397845,1899,91548,56595,(D),(D),378759,217974,169834,167038,2796,24580,779734,356858,330872,38019,53985,25277,6855,1379,17043,238980,29942,209038,195365,46393,58060,76682,14230,1579569,528418,328664,722487,215161,507326
13223,"Paulding, GA",5,2016,5324088,155825,34167,1314598,153844,90290,63554,2800225,3960979,508013,855096,921763,240834,177280,152001,2737,149264,2843,1311755,977387,(D),(D),(L),(D),(D),133,(D),(L),(D),174487,27119,17506,129862,61243,50116,(D),18143,(D),14357,8432,(D),(L),694,3124,396,(D),11127,(D),0,0,(D),(D),(D),(D),787,(D),(D),7365,48942,146432,29248,3746,7188,10035,29967,9408,6227,2626,2569,37490,4121,3807,(D),(L),2143,(L),19743,1563,492,(L),2510,1725,(D),10392,2624,(D),(L),(NA),(D),(D),417,23571,0,13074,1182,8970,345,37766,14637,(D),(D),53584,3768,50582,43221,7361,3846,139643,67632,(D),(D),15509,4788,1166,103,3519,71055,1489,69566,116278,25678,35903,50112,4585,334368,10821,13082,310465,13319,297146
13245,"Richmond, GA",5,2016,7163705,201647,35526,8018429,864402,425343,439059,-3360111,3793916,1445304,1924485,5838563,1759519,1320460,420347,-173,420520,199,8018230,4710807,(D),(D),0,498,(D),93,(D),(L),30287,279850,127573,19651,132626,621889,271300,16245,45391,(L),33754,2822,(D),(D),1062,102025,(D),50228,350589,74581,(D),(D),(D),(D),0,115014,3604,172,141054,1408,236385,368263,73559,19645,15689,23874,40256,34009,19943,31637,11003,81944,12295,4409,163434,(D),23396,(L),63115,(D),198,(L),29462,16980,9322,133507,35990,4435,40035,(NA),46416,(D),(D),158059,0,70096,31604,55043,1316,189209,114463,74736,(L),403809,19175,334283,325824,8459,35594,1173168,588733,493312,35083,56040,67604,14882,1858,50864,244745,(D),(D),228019,66659,70223,85495,5642,3307423,727497,1077555,1502371,1038104,464267
13247,"Rockdale, GA",5,2016,2978122,89355,33329,2053524,235079,126549,108530,62291,1880736,406325,691061,1573179,361863,253333,118482,143,118339,480,2053044,1764993,(D),577,(L),(D),(D),(L),(D),(D),11692,254973,49930,99167,105876,343542,140227,(D),(D),648,20892,(D),(D),10670,(D),(L),(D),3049,203315,(D),(L),(D),(D),(D),(D),73223,7252,5106,47871,14069,115894,159949,47072,5339,8241,14272,25339,16952,4581,5600,3551,23163,3365,2474,42701,(L),2597,(L),34091,(D),436,(L),3149,1365,(D),98802,1228,(D),(L),(NA),(D),(D),(D),83820,0,49330,(D),31551,(D),47010,(D),24949,(D),74895,5567,110810,(D),(D),10973,254479,142785,(D),(D),18568,3362,232,-83,3213,71842,5200,66642,70203,21225,13470,31195,4313,288051,10091,7608,270352,36765,233587
